Serial,emg,label
1869,1520,0
1870,1532,0
1871,1482,0
1872,1519,0
1873,1479,0
1874,1524,0
1875,1482,0
1876,1549,0
1877,1514,0
1878,1531,0
1879,1494,0
1880,1570,0
1881,1615,0
1882,1606,0
1883,1527,0
1884,1599,0
1885,1566,0
1886,1558,0
1887,1551,0
1888,1566,0
1889,1599,0
1890,1598,0
1891,1584,0
1892,1626,0
1893,1621,0
1894,1607,0
1895,1579,0
1896,1584,0
1897,1553,0
1898,1584,0
1899,1632,0
1900,1638,0
1901,1498,0
1902,1488,0
1903,1483,0
1904,1488,0
1905,1479,0
1906,1535,0
1907,1497,0
1908,1507,0
1909,1461,0
1910,1579,0
1911,1573,0
1912,1625,0
1913,1680,0
1914,1685,0
1915,1603,0
1916,1653,0
1917,1633,0
1918,1718,0
1919,1774,0
1920,1799,0
1921,1725,0
1922,1703,0
1923,1737,0
1924,1655,0
1925,1706,0
1926,1661,0
1927,1708,0
1928,1706,0
1929,1761,0
1930,1776,0
1931,1693,0
1932,1654,0
1933,1662,0
1934,1753,0
1935,1717,0
1936,1718,0
1937,1678,0
1938,1917,0
1939,1849,0
1940,1745,0
1941,1733,0
1942,1794,0
1943,1904,0
1944,1862,0
1945,1894,0
1946,1872,0
1947,1858,0
1948,1707,0
1949,1689,0
1950,1659,0
1951,1735,0
1952,1680,0
1953,1745,0
1954,1650,0
1955,1648,0
1956,1612,0
1957,1649,0
1958,1623,0
1959,1658,0
1960,1617,0
1961,1726,0
1962,1633,0
1963,1705,0
1964,1616,0
1965,1665,0
1966,1616,0
1967,1626,0
1968,1591,0
1969,1614,0
1970,1573,0
1971,1563,0
1972,1501,0
1973,1521,0
1974,1488,0
1975,1566,0
1976,1523,0
1977,1523,0
1978,1505,0
1979,1535,0
1980,1505,0
1981,1531,0
1982,1494,0
1983,1549,0
1984,1499,0
1985,1510,0
1986,1471,0
1987,1551,0
1988,1520,0
1989,1545,0
1990,1501,0
1991,1548,0
1992,1514,0
1993,1523,0
1994,1489,0
1995,1551,1
1996,1549,1
1997,1526,1
1998,1534,1
1999,1615,1
2000,1559,1
2001,1533,1
2002,1527,1
2003,1590,1
2004,1598,1
2005,1565,1
2006,1598,1
2007,1606,1
2008,1611,1
2009,1600,1
2010,1630,1
2011,1621,1
2012,1673,1
2013,1684,1
2014,1719,1
2015,1739,1
2016,1827,1
2017,1876,1
2018,1985,1
2019,1904,1
2020,1934,1
2021,1904,1
2022,1955,1
2023,1926,1
2024,1966,1
2025,1839,1
2026,1921,1
2027,1922,1
2028,1927,1
2029,1997,1
2030,2135,1
2031,2011,1
2032,2064,1
2033,1906,1
2034,1919,1
2035,1893,1
2036,1888,1
2037,1835,1
2038,1806,1
2039,1798,1
2040,1784,1
2041,1781,1
2042,1785,1
2043,1703,1
2044,1646,1
2045,1629,1
2046,1621,1
2047,1632,1
2048,1662,1
2049,1647,1
2050,1648,1
2051,1645,1
2052,1663,1
2053,1597,1
2054,1562,1
2055,1494,1
2056,1553,1
2057,1552,1
2058,1551,1
2059,1499,1
2060,1561,1
2061,1552,1
2062,1520,1
2063,1514,1
2064,1519,1
2065,1566,1
2066,1550,0
2067,1516,0
2068,1567,0
2069,1527,0
2070,1520,0
2071,1509,0
2072,1534,0
2073,1535,0
2074,1525,0
2075,1499,0
2076,1515,0
2077,1513,0
2078,1507,0
2079,1475,0
2080,1543,0
2081,1584,0
2082,1533,0
2083,1521,0
2084,1557,0
2085,1649,0
2086,1647,0
2087,1681,0
2088,1682,0
2089,1680,0
2090,1677,0
2091,1678,0
2092,1642,0
2093,1767,0
2094,1648,0
2095,1655,0
2096,1680,0
2097,1755,0
2098,1759,0
2099,1715,0
2100,1621,0
2101,1581,0
2102,1525,0
2103,1569,0
2104,1574,0
2105,1575,0
2106,1505,0
2107,1613,0
2108,1634,0
2109,1762,0
2110,1790,0
2111,1750,0
2112,1717,0
2113,1735,0
2114,1762,0
2115,1834,0
2116,1830,0
2117,1842,0
2118,1891,0
2119,1765,0
2120,1737,0
2121,1673,0
2122,1687,0
2123,1651,0
2124,1626,0
2125,1597,0
2126,1596,0
2127,1653,0
2128,1722,0
2129,1648,0
2130,1605,0
2131,1667,0
2132,1664,0
2133,1561,0
2134,1574,0
2135,1620,0
2136,1647,0
2137,1648,0
2138,1591,0
2139,1579,0
2140,1616,0
2141,1578,0
2142,1593,0
2143,1561,0
2144,1602,0
2145,1584,0
2146,1616,0
2147,1593,0
2148,1603,0
2149,1525,0
2150,1584,0
2151,1549,0
2152,1576,0
2153,1505,0
2154,1579,0
2155,1531,0
2156,1578,0
2157,1502,0
2158,1523,0
2159,1494,0
2160,1549,0
2161,1513,0
2162,1598,0
2163,1503,0
2164,1585,0
2165,1544,0
2166,1598,1
2167,1533,1
2168,1589,1
2169,1627,1
2170,1643,1
2171,1568,1
2172,1616,1
2173,1625,1
2174,1599,1
2175,1588,1
2176,1631,1
2177,1635,1
2178,1629,1
2179,1595,1
2180,1667,1
2181,1644,1
2182,1758,1
2183,1663,1
2184,1709,1
2185,1719,1
2186,1783,1
2187,1802,1
2188,1987,1
2189,1990,1
2190,2021,1
2191,1999,1
2192,2039,1
2193,2045,1
2194,2081,1
2195,2060,1
2196,2058,1
2197,2118,1
2198,2107,1
2199,2158,1
2200,2166,1
2201,2171,1
2202,1993,1
2203,1930,1
2204,1906,1
2205,1898,1
2206,1891,1
2207,1883,1
2208,1813,1
2209,1813,1
2210,1787,1
2211,1764,1
2212,1727,1
2213,1722,1
2214,1687,1
2215,1679,1
2216,1664,1
2217,1668,1
2218,1602,1
2219,1614,1
2220,1637,1
2221,1638,1
2222,1612,1
2223,1675,1
2224,1641,1
2225,1650,1
2226,1589,1
2227,1655,1
2228,1631,1
2229,1673,1
2230,1611,1
2231,1647,1
2232,1580,1
2233,1575,1
2234,1577,1
2235,1557,1
2236,1564,1
2237,1566,0
2238,1503,0
2239,1559,0
2240,1495,0
2241,1543,0
2242,1504,0
2243,1547,0
2244,1488,0
2245,1520,0
2246,1519,0
2247,1584,0
2248,1616,0
2249,1696,0
2250,1682,0
2251,1667,0
2252,1616,0
2253,1616,0
2254,1633,0
2255,1632,0
2256,1639,0
2257,1711,0
2258,1699,0
2259,1696,0
2260,1707,0
2261,1698,0
2262,1643,0
2263,1654,0
2264,1641,0
2265,1709,0
2266,1774,0
2267,1745,0
2268,1730,0
2269,1643,0
2270,1634,0
2271,1701,0
2272,1927,0
2273,1870,0
2274,1833,0
2275,1768,0
2276,1808,0
2277,1857,0
2278,1916,0
2279,1909,0
2280,1925,0
2281,1943,0
2282,1921,0
2283,1805,0
2284,1776,0
2285,1753,0
2286,1724,0
2287,1648,0
2288,1682,0
2289,1629,0
2290,1678,0
2291,1626,0
2292,1656,0
2293,1584,0
2294,1636,0
2295,1605,0
2296,1648,0
2297,1626,0
2298,1605,0
2299,1653,0
2300,1701,0
2301,1647,0
2302,1670,0
2303,1645,0
2304,1618,0
2305,1611,0
2306,1591,0
2307,1605,0
2308,1631,0
2309,1605,0
2310,1580,0
2311,1582,0
2312,1574,0
2313,1552,0
2314,1531,0
2315,1535,0
2316,1527,0
2317,1478,0
2318,1484,0
2319,1488,0
2320,1533,0
2321,1493,0
2322,1493,0
2323,1535,0
2324,1579,0
2325,1550,0
2326,1568,0
2327,1613,0
2328,1621,0
2329,1586,0
2330,1568,0
2331,1591,0
2332,1616,0
2333,1610,0
2334,1584,0
2335,1508,0
2336,1535,0
2337,1552,0
2338,1659,0
2339,1591,0
2340,1630,0
2341,1562,0
2342,1552,0
2343,1519,0
2344,1635,0
2345,1554,0
2346,1643,0
2347,1616,0
2348,1711,0
2349,1712,0
2350,1826,0
2351,1754,0
2352,1776,0
2353,1778,0
2354,1817,0
2355,1834,0
2356,2000,0
2357,1929,0
2358,1814,0
2359,1741,0
2360,1776,0
2361,1712,0
2362,1677,0
2363,1599,0
2364,1659,0
2365,1676,0
2366,1701,0
2367,1568,0
2368,1582,0
2369,1620,0
2370,1648,0
2371,1639,0
2372,1732,0
2373,1663,0
2374,1680,0
2375,1640,0
2376,1718,0
2377,1695,0
2378,1643,0
2379,1648,0
2380,1631,0
2381,1659,0
2382,1646,0
2383,1648,0
2384,1635,0
2385,1675,0
2386,1627,0
2387,1597,0
2388,1584,0
2389,1646,0
2390,1570,0
2391,1594,0
2392,1574,0
2393,1558,0
2394,1520,0
2395,1526,0
2396,1552,0
2397,1603,0
2398,1578,0
2399,1571,0
2400,1557,0
2401,1566,0
2402,1517,0
2403,1520,0
2404,1520,0
2405,1568,0
2406,1494,0
2407,1484,0
2408,1477,0
2409,1568,0
2410,1555,0
2411,1600,0
2412,1584,0
2413,1629,0
2414,1535,0
2415,1555,0
2416,1552,1
2417,1611,1
2418,1673,1
2419,1689,1
2420,1691,1
2421,1689,1
2422,1745,1
2423,1765,1
2424,1711,1
2425,1717,1
2426,1680,1
2427,1744,1
2428,1744,1
2429,1966,1
2430,2064,1
2431,2107,1
2432,2045,1
2433,1954,1
2434,1936,1
2435,1971,1
2436,1931,1
2437,2132,1
2438,2091,1
2439,2109,1
2440,2064,1
2441,2129,1
2442,2123,1
2443,2315,1
2444,2355,1
2445,2363,1
2446,2327,1
2447,2229,1
2448,2352,1
2449,2329,1
2450,2475,1
2451,2251,1
2452,2173,1
2453,2102,1
2454,2063,1
2455,1907,1
2456,1872,1
2457,1872,1
2458,1920,1
2459,1878,1
2460,1911,1
2461,1946,1
2462,1915,1
2463,1891,1
2464,1778,1
2465,1904,1
2466,1809,1
2467,1872,1
2468,1866,1
2469,1821,1
2470,1802,1
2471,1743,1
2472,1751,1
2473,1677,1
2474,1667,1
2475,1597,1
2476,1600,1
2477,1584,1
2478,1615,1
2479,1590,1
2480,1571,1
2481,1562,1
2482,1595,1
2483,1558,1
2484,1589,1
2485,1616,1
2486,1654,1
2487,1587,0
2488,1648,0
2489,1600,0
2490,1622,0
2491,1557,0
2492,1616,0
2493,1569,0
2494,1622,0
2495,1626,0
2496,1600,0
2497,1551,0
2498,1593,0
2499,1523,0
2500,1607,0
2501,1643,0
2502,1659,0
2503,1657,0
2504,1622,0
2505,1547,0
2506,1616,0
2507,1615,0
2508,1605,0
2509,1584,0
2510,1616,0
2511,1616,0
2512,1653,0
2513,1675,0
2514,1697,0
2515,1634,0
2516,1679,0
2517,1756,0
2518,1787,0
2519,1809,0
2520,1845,0
2521,1856,0
2522,1890,0
2523,1967,0
2524,1970,0
2525,1985,0
2526,1997,0
2527,1991,0
2528,1917,0
2529,1977,0
2530,1957,0
2531,1850,0
2532,1835,0
2533,1809,0
2534,1897,0
2535,1795,0
2536,1774,0
2537,1730,0
2538,1751,0
2539,1783,0
2540,1764,0
2541,1779,0
2542,1886,0
2543,1855,0
2544,1782,0
2545,1697,0
2546,1849,0
2547,1967,0
2548,1923,0
2549,1867,0
2550,1856,0
2551,1881,0
2552,1802,0
2553,1823,0
2554,1846,0
2555,1856,0
2556,1744,0
2557,1744,0
2558,1729,0
2559,1799,0
2560,1698,0
2561,1711,0
2562,1721,0
2563,1737,0
2564,1676,0
2565,1697,0
2566,1680,0
2567,1696,0
2568,1619,0
2569,1630,0
2570,1583,0
2571,1634,0
2572,1599,0
2573,1648,0
2574,1612,0
2575,1631,0
2576,1578,1
2577,1587,1
2578,1547,1
2579,1561,1
2580,1551,1
2581,1629,1
2582,1600,1
2583,1635,1
2584,1601,1
2585,1629,1
2586,1574,1
2587,1626,1
2588,1585,1
2589,1598,1
2590,1601,1
2591,1669,1
2592,1664,1
2593,1645,1
2594,1650,1
2595,1733,1
2596,1699,1
2597,1632,1
2598,1569,1
2599,1572,1
2600,1567,1
2601,1562,1
2602,1514,1
2603,1495,1
2604,1548,1
2605,1637,1
2606,1661,1
2607,1697,1
2608,1806,1
2609,1835,1
2610,1965,1
2611,2150,1
2612,2268,1
2613,2304,1
2614,2204,1
2615,2262,1
2616,2221,1
2617,2126,1
2618,1971,1
2619,1936,1
2620,2157,1
2621,2112,1
2622,2131,1
2623,2080,1
2624,2141,1
2625,2055,1
2626,1943,1
2627,1851,1
2628,1841,1
2629,1750,1
2630,1766,1
2631,1744,1
2632,1868,1
2633,1815,1
2634,1822,1
2635,1770,1
2636,1775,1
2637,1712,1
2638,1721,1
2639,1713,1
2640,1757,1
2641,1703,1
2642,1734,1
2643,1738,1
2644,1712,1
2645,1689,1
2646,1741,1
2647,1766,0
2648,1755,0
2649,1682,0
2650,1673,0
2651,1647,0
2652,1685,0
2653,1607,0
2654,1659,0
2655,1650,0
2656,1664,0
2657,1623,0
2658,1670,0
2659,1595,0
2660,1671,0
2661,1607,0
2662,1625,0
2663,1599,0
2664,1619,0
2665,1535,0
2666,1566,0
2667,1530,0
2668,1575,0
2669,1550,0
2670,1547,0
2671,1516,0
2672,1566,0
2673,1547,0
2674,1514,0
2675,1507,0
2676,1563,0
2677,1527,0
2678,1471,0
2679,1459,0
2680,1487,0
2681,1522,0
2682,1535,0
2683,1545,0
2684,1721,0
2685,1635,0
2686,1498,0
2687,1509,0
2688,1520,0
2689,1550,0
2690,1476,0
2691,1477,0
2692,1551,0
2693,1587,0
2694,1562,0
2695,1650,0
2696,1686,0
2697,1641,0
2698,1665,0
2699,1636,0
2700,1811,0
2701,1821,0
2702,1849,1
2703,1910,1
2704,1889,1
2705,1952,1
2706,1845,1
2707,1798,1
2708,1890,1
2709,1971,1
2710,2037,1
2711,2132,1
2712,2095,1
2713,2149,1
2714,2124,1
2715,2181,1
2716,2167,1
2717,2464,1
2718,2327,1
2719,2275,1
2720,2333,1
2721,2480,1
2722,2416,1
2723,2289,1
2724,2115,1
2725,2128,1
2726,2130,1
2727,2256,1
2728,2371,1
2729,2265,1
2730,2502,1
2731,2365,1
2732,2198,1
2733,2134,1
2734,2070,1
2735,1969,1
2736,1918,1
2737,1937,1
2738,1866,1
2739,1853,1
2740,1780,1
2741,1835,1
2742,1761,1
2743,1797,1
2744,1776,1
2745,1819,1
2746,1882,1
2747,1776,1
2748,1785,1
2749,1877,1
2750,1921,1
2751,1968,1
2752,2015,1
2753,1979,1
2754,1953,1
2755,1890,1
2756,1797,1
2757,1794,1
2758,1776,1
2759,1712,1
2760,1648,1
2761,1670,1
2762,1711,1
2763,1606,1
2764,1589,0
2765,1600,0
2766,1641,1
2767,1582,0
2768,1591,0
2769,1597,0
2770,1613,1
2771,1591,0
2772,1609,1
2773,1555,0
2774,1600,0
2775,1534,0
2776,1530,0
2777,1509,0
2778,1579,0
2779,1559,0
2780,1526,0
2781,1504,0
2782,1622,1
2783,1651,1
2784,1629,1
2785,1554,0
2786,1616,1
2787,1643,1
2788,1599,0
2789,1550,0
2790,1648,1
2791,1603,1
2792,1741,1
2793,1694,1
2794,1682,1
2795,1858,1
2796,2099,1
2797,2027,1
2798,2061,1
2799,1984,1
2800,2000,1
2801,1921,1
2802,1885,1
2803,1985,1
2804,2021,1
2805,2027,1
2806,2149,1
2807,2315,1
2808,2265,1
2809,2181,1
2810,2176,1
2811,2343,1
2812,2509,1
2813,2358,1
2814,2256,1
2815,2217,1
2816,2256,1
2817,2225,1
2818,2518,1
2819,2544,1
2820,2604,1
2821,2687,1
2822,2646,1
2823,2878,1
2824,2591,1
2825,2471,1
2826,2226,1
2827,2141,1
2828,2001,1
2829,1943,1
2830,1907,1
2831,1899,1
2832,1845,1
2833,1834,1
2834,1860,1
2835,1891,1
2836,1757,1
2837,1744,1
2838,1751,1
2839,1721,1
2840,1775,1
2841,1792,1
2842,1745,1
2843,1724,1
2844,1691,1
2845,1734,1
2846,1680,1
2847,1668,1
2848,1635,1
2849,1712,1
2850,1664,1
2851,1669,1
2852,1606,1
2853,1616,1
2854,1600,0
2855,1658,1
2856,1607,1
2857,1648,1
2858,1616,1
2859,1647,1
2860,1607,1
2861,1623,1
2862,1601,1
2863,1605,1
2864,1559,0
2865,1602,1
2866,1594,0
2867,1617,1
2868,1552,0
2869,1601,1
2870,1511,0
2871,1543,0
2872,1553,0
2873,1520,0
2874,1497,0
2875,1553,0
2876,1505,0
2877,1558,0
2878,1535,0
2879,1583,0
2880,1519,0
2881,1535,0
2882,1531,0
2883,1648,1
2884,1628,1
2885,1648,1
2886,1566,0
2887,1599,0
2888,1599,0
2889,1685,1
2890,1647,1
2891,1731,1
2892,1746,1
2893,1810,1
2894,1797,1
2895,1799,1
2896,1762,1
2897,1825,1
2898,1890,1
2899,1967,1
2900,1863,1
2901,1731,1
2902,1821,1
2903,1873,1
2904,1905,1
2905,1902,1
2906,1847,1
2907,1877,1
2908,2101,1
2909,2171,1
2910,2274,1
2911,2174,1
2912,2070,1
2913,2221,1
2914,2173,1
2915,2219,1
2916,2153,1
2917,2307,1
2918,2548,1
2919,2479,1
2920,2515,1
2921,2384,1
2922,2249,1
2923,2062,1
2924,1936,1
2925,1841,1
2926,1809,1
2927,1802,1
2928,1831,1
2929,1782,1
2930,1722,1
2931,1721,1
2932,1795,1
2933,1674,1
2934,1735,1
2935,1682,1
2936,1721,1
2937,1659,1
2938,1690,1
2939,1676,1
2940,1678,1
2941,1602,1
2942,1669,1
2943,1619,1
2944,1661,1
2945,1648,1
2946,1658,1
2947,1582,0
2948,1623,1
2949,1574,0
2950,1588,0
2951,1576,0
2952,1635,1
2953,1618,1
2954,1631,1
2955,1612,1
2956,1632,1
2957,1564,0
2958,1594,0
2959,1535,0
2960,1573,0
2961,1553,0
2962,1557,0
2963,1501,0
2964,1560,0
2965,1522,0
2966,1526,0
2967,1487,0
2968,1552,0
2969,1494,0
2970,1501,0
2971,1472,0
2972,1535,0
2973,1565,0
2974,1596,0
2975,1588,0
2976,1627,1
2977,1623,1
2978,1643,1
2979,1615,1
2980,1639,1
2981,1691,1
2982,1675,1
2983,1670,1
2984,1719,1
2985,1845,1
2986,1762,1
2987,1786,1
2988,1794,1
2989,1916,1
2990,1852,1
2991,1863,1
2992,1986,1
2993,2035,1
2994,1893,1
2995,1870,1
2996,1995,1
2997,2000,1
2998,1933,1
2999,1910,1
3000,1840,1
3001,1844,1
3002,1787,1
3003,1787,1
3004,1796,1
3005,1791,1
3006,1855,1
3007,1942,1
3008,1900,1
3009,2001,1
3010,1891,1
3011,1872,1
3012,1913,1
3013,1919,1
3014,1772,1
3015,1774,1
3016,1723,1
3017,1870,1
3018,1780,1
3019,1796,1
3020,1723,1
3021,1781,1
3022,1715,1
3023,1757,1
3024,1680,1
3025,1744,1
3026,1677,1
3027,1681,1
3028,1637,1
3029,1679,1
3030,1690,1
3031,1776,1
3032,1749,1
3033,1803,1
3034,1769,1
3035,1798,1
3036,1717,1
3037,1833,1
3038,1803,1
3039,1781,1
3040,1712,1
3041,1738,1
3042,1680,1
3043,1757,1
3044,1701,1
3045,1711,1
3046,1722,1
3047,1639,1
3048,1600,0
3049,1662,1
3050,1591,0
3051,1581,0
3052,1535,0
3053,1554,0
3054,1520,0
3055,1493,0
3056,1488,0
3057,1498,0
3058,1515,0
3059,1488,0
3060,1488,0
3061,1497,0
3062,1515,0
3063,1493,0
3064,1499,0
3065,1534,0
3066,1545,0
3067,1494,0
3068,1490,0
3069,1496,0
3070,1546,0
3071,1515,0
3072,1520,0
3073,1567,0
3074,1570,0
3075,1528,0
3076,1571,0
3077,1599,0
3078,1574,0
3079,1626,1
3080,1648,1
3081,1627,1
3082,1621,1
3083,1587,0
3084,1586,0
3085,1617,1
3086,1690,1
3087,1648,1
3088,1697,1
3089,1791,1
3090,1790,1
3091,1712,1
3092,1723,1
3093,1664,1
3094,1712,1
3095,1651,1
3096,1711,1
3097,1738,1
3098,1879,1
3099,1858,1
3100,1915,1
3101,2038,1
3102,2059,1
3103,1996,1
3104,1987,1
3105,1954,1
3106,1915,1
3107,1779,1
3108,1776,1
3109,1833,1
3110,1910,1
3111,2000,1
3112,1951,1
3113,1825,1
3114,1852,1
3115,1773,1
3116,1778,1
3117,1663,1
3118,1664,1
3119,1750,1
3120,1782,1
3121,1770,1
3122,1770,1
3123,1819,1
3124,1752,1
3125,1721,1
3126,1771,1
3127,1660,1
3128,1716,1
3129,1681,1
3130,1726,1
3131,1685,1
3132,1744,1
3133,1723,1
3134,1722,1
3135,1710,1
3136,1659,1
3137,1656,1
3138,1646,1
3139,1657,1
3140,1637,1
3141,1638,1
3142,1648,1
3143,1650,1
3144,1606,1
3145,1578,0
3146,1584,0
3147,1595,0
3148,1600,0
3149,1599,0
3150,1595,0
3151,1622,1
3152,1582,0
3153,1587,0
3154,1563,0
3155,1584,0
3156,1527,0
3157,1543,0
3158,1535,0
3159,1562,0
3160,1491,0
3161,1535,0
3162,1511,0
3163,1572,0
3164,1482,0
3165,1498,0
3166,1470,0
3167,1511,0
3168,1467,0
3169,1556,0
3170,1552,0
3171,1565,0
3172,1571,0
3173,1630,1
3174,1631,1
3175,1686,1
3176,1598,0
3177,1584,0
3178,1631,1
3179,1619,1
3180,1613,1
3181,1705,1
3182,1715,1
3183,1712,1
3184,1681,1
3185,1680,1
3186,1680,1
3187,1682,1
3188,1763,1
3189,1764,1
3190,1753,1
3191,1889,1
3192,1918,1
3193,1972,1
3194,1919,1
3195,1874,1
3196,1875,1
3197,1897,1
3198,2033,1
3199,2096,1
3200,2125,1
3201,2070,1
3202,2101,1
3203,2035,1
3204,2250,1
3205,2135,1
3206,2211,1
3207,2176,1
3208,2075,1
3209,1869,1
3210,1818,1
3211,1793,1
3212,1738,1
3213,1707,1
3214,1666,1
3215,1712,1
3216,1706,1
3217,1622,1
3218,1655,1
3219,1648,1
3220,1723,1
3221,1648,1
3222,1726,1
3223,1663,1
3224,1672,1
3225,1703,1
3226,1680,1
3227,1712,1
3228,1713,1
3229,1655,1
3230,1700,1
3231,1655,1
3232,1669,1
3233,1633,1
3234,1651,1
3235,1616,1
3236,1615,1
3237,1598,0
3238,1607,1
3239,1571,0
3240,1586,0
3241,1553,0
3242,1574,0
3243,1550,0
3244,1586,0
3245,1558,0
3246,1565,0
3247,1518,0
3248,1558,0
3249,1511,0
3250,1552,0
3251,1511,0
3252,1569,0
3253,1489,0
3254,1553,0
3255,1457,0
3256,1507,0
3257,1466,0
3258,1475,0
3259,1424,0
3260,1471,0
3261,1440,0
3262,1481,0
3263,1468,0
3264,1505,0
3265,1485,0
3266,1526,0
3267,1459,0
3268,1506,0
3269,1485,0
3270,1495,0
3271,1425,0
3272,1461,0
3273,1446,0
3274,1456,0
3275,1427,0
3276,1427,0
3277,1438,0
3278,1471,0
3279,1481,0
3280,1578,0
3281,1581,0
3282,1566,0
3283,1552,0
3284,1620,1
3285,1517,0
3286,1535,0
3287,1609,1
3288,1661,1
3289,1671,1
3290,1614,1
3291,1533,0
3292,1520,0
3293,1486,0
3294,1490,0
3295,1651,1
3296,1690,1
3297,1741,1
3298,1790,1
3299,1803,1
3300,1878,1
3301,1979,1
3302,1925,1
3303,1909,1
3304,1840,1
3305,1841,1
3306,1805,1
3307,1747,1
3308,1712,1
3309,1727,1
3310,1631,1
3311,1631,1
3312,1595,0
3313,1599,0
3314,1581,0
3315,1647,1
3316,1567,0
3317,1655,1
3318,1589,0
3319,1645,1
3320,1630,1
3321,1653,1
3322,1629,1
3323,1645,1
3324,1631,1
3325,1729,1
3326,1727,1
3327,1728,1
3328,1666,1
3329,1739,1
3330,1686,1
3331,1677,1
3332,1684,1
3333,1681,1
3334,1647,1
3335,1605,1
3336,1549,0
3337,1584,0
3338,1531,0
3339,1555,0
3340,1520,0
3341,1601,1
3342,1562,0
3343,1573,0
3344,1522,0
3345,1591,0
3346,1531,0
3347,1571,0
3348,1535,0
3349,1584,0
3350,1595,0
3351,1616,1
3352,1557,0
3353,1571,0
3354,1579,0
3355,1563,0
3356,1522,0
3357,1545,0
3358,1523,0
3359,1509,0
3360,1487,0
3361,1509,0
3362,1533,0
3363,1561,0
3364,1521,0
3365,1535,0
3366,1534,0
3367,1498,0
3368,1500,0
3369,1567,0
3370,1559,0
3371,1593,0
3372,1577,0
3373,1596,0
3374,1668,1
3375,1668,1
3376,1684,1
3377,1697,1
3378,1697,1
3379,1648,1
3380,1709,1
3381,1738,1
3382,1747,1
3383,1666,1
3384,1728,1
3385,1721,1
3386,1745,1
3387,1716,1
3388,1746,1
3389,1760,1
3390,1748,1
3391,1745,1
3392,1866,1
3393,1792,1
3394,1968,1
3395,2110,1
3396,2283,1
3397,2345,1
3398,2147,1
3399,2139,1
3400,2029,1
3401,2171,1
3402,2176,1
3403,2163,1
3404,2160,1
3405,2004,1
3406,1969,1
3407,1850,1
3408,1762,1
3409,1655,1
3410,1645,1
3411,1607,1
3412,1647,1
3413,1648,1
3414,1723,1
3415,1636,1
3416,1595,0
3417,1535,0
3418,1562,0
3419,1567,0
3420,1587,0
3421,1526,0
3422,1623,1
3423,1641,1
3424,1622,1
3425,1627,1
3426,1616,1
3427,1590,0
3428,1639,1
3429,1588,0
3430,1616,1
3431,1587,0
3432,1633,1
3433,1567,0
3434,1584,0
3435,1595,0
3436,1597,0
3437,1566,0
3438,1567,0
3439,1526,0
3440,1514,0
3441,1505,0
3442,1562,0
3443,1579,0
3444,1535,0
3445,1532,0
3446,1549,0
3447,1552,0
3448,1490,0
3449,1488,0
3450,1506,0
3451,1521,0
3452,1471,0
3453,1472,0
3454,1487,0
3455,1488,0
3456,1447,0
3457,1486,0
3458,1500,0
3459,1535,0
3460,1507,0
3461,1519,0
3462,1501,0
3463,1507,0
3464,1489,0
3465,1541,0
3466,1546,0
3467,1581,0
3468,1498,0
3469,1488,0
3470,1437,0
3471,1436,0
3472,1447,0
3473,1517,0
3474,1488,0
3475,1523,0
3476,1567,0
3477,1633,1
3478,1608,1
3479,1663,1
3480,1690,1
3481,1799,1
3482,1878,1
3483,1746,1
3484,1728,1
3485,1783,1
3486,1785,1
3487,1707,1
3488,1698,1
3489,1790,1
3490,1802,1
3491,1783,1
3492,1868,1
3493,1942,1
3494,1895,1
3495,1954,1
3496,2159,1
3497,2357,1
3498,2487,1
3499,2517,1
3500,2448,1
3501,2611,1
3502,2437,1
3503,2362,1
3504,2357,1
3505,2439,1
3506,2197,1
3507,2099,1
3508,1968,1
3509,1889,1
3510,1809,1
3511,1763,1
3512,1811,1
3513,1734,1
3514,1710,1
3515,1746,1
3516,1740,1
3517,1694,1
3518,1648,1
3519,1629,1
3520,1667,1
3521,1617,1
3522,1623,1
3523,1577,0
3524,1599,0
3525,1648,1
3526,1635,1
3527,1644,1
3528,1696,1
3529,1617,1
3530,1563,0
3531,1623,1
3532,1680,1
3533,1613,1
3534,1626,1
3535,1595,0
3536,1648,1
3537,1579,0
3538,1571,0
3539,1553,0
3540,1596,0
3541,1527,0
3542,1525,0
3543,1545,0
3544,1569,0
3545,1520,0
3546,1554,0
3547,1525,0
3548,1585,0
3549,1509,0
3550,1531,0
3551,1489,0
3552,1525,0
3553,1487,0
3554,1548,0
3555,1497,0
3556,1556,0
3557,1504,0
3558,1534,0
3559,1492,0
3560,1534,0
3561,1511,0
3562,1535,0
3563,1532,0
3564,1571,0
3565,1518,0
3566,1554,0
3567,1488,0
3568,1522,0
3569,1505,0
3570,1598,0
3571,1512,0
3572,1535,0
3573,1476,0
3574,1485,0
3575,1472,0
3576,1460,0
3577,1457,0
3578,1504,0
3579,1530,0
3580,1637,1
3581,1607,1
3582,1568,0
3583,1553,0
3584,1535,0
3585,1584,0
3586,1583,0
3587,1712,1
3588,1771,1
3589,1872,1
3590,1815,1
3591,1856,1
3592,1906,1
3593,1878,1
3594,1823,1
3595,1794,1
3596,1866,1
3597,1984,1
3598,1977,1
3599,2311,1
3600,2239,1
3601,2201,1
3602,2174,1
3603,2107,1
3604,2287,1
3605,2278,1
3606,2121,1
3607,2044,1
3608,1939,1
3609,1905,1
3610,1783,1
3611,1744,1
3612,1775,1
3613,1759,1
3614,1675,1
3615,1685,1
3616,1661,1
