Serial,emg,label
1668,1765,1
1669,1771,1
1670,1851,1
1671,1813,1
1672,1744,1
1673,1809,1
1674,1727,1
1675,1670,1
1676,1622,1
1677,1619,1
1678,1627,1
1679,1591,1
1680,1578,1
1681,1635,1
1682,1646,1
1683,1631,1
1684,1616,1
1685,1631,1
1686,1648,0
1687,1607,0
1688,1600,0
1689,1608,0
1690,1649,0
1691,1601,0
1692,1592,0
1693,1584,0
1694,1605,0
1695,1546,0
1696,1569,0
1697,1554,0
1698,1563,0
1699,1502,0
1700,1569,0
1701,1535,0
1702,1579,0
1703,1485,0
1704,1555,0
1705,1593,0
1706,1725,0
1707,1648,0
1708,1670,0
1709,1648,0
1710,1714,0
1711,1649,0
1712,1792,0
1713,1783,0
1714,1828,0
1715,1783,0
1716,1717,0
1717,1662,0
1718,1728,0
1719,1693,0
1720,1809,0
1721,1833,0
1722,1903,0
1723,1850,0
1724,1824,0
1725,1793,0
1726,2023,0
1727,2001,0
1728,1984,0
1729,1999,0
1730,2027,0
1731,1968,0
1732,2058,0
1733,2032,0
1734,2064,0
1735,2103,0
1736,1969,0
1737,1931,0
1738,2107,0
1739,2092,0
1740,2023,0
1741,1929,0
1742,1989,0
1743,1989,0
1744,1932,0
1745,1878,0
1746,1850,0
1747,1808,0
1748,1758,0
1749,1676,0
1750,1663,0
1751,1776,0
1752,1698,0
1753,1677,0
1754,1671,0
1755,1657,0
1756,1699,0
1757,1670,0
1758,1727,0
1759,1723,0
1760,1722,0
1761,1745,0
1762,1715,0
1763,1727,0
1764,1651,0
1765,1658,0
1766,1652,0
1767,1679,0
1768,1632,0
1769,1613,0
1770,1613,0
1771,1632,0
1772,1591,0
1773,1589,0
1774,1568,0
1775,1598,0
1776,1549,0
1777,1587,0
1778,1568,0
1779,1584,0
1780,1521,0
1781,1564,0
1782,1545,0
1783,1585,0
1784,1522,0
1785,1552,0
1786,1488,0
1787,1535,0
1788,1466,0
1789,1482,0
1790,1437,1
1791,1514,1
1792,1443,1
1793,1504,1
1794,1489,1
1795,1687,1
1796,1662,1
1797,1792,1
1798,1679,1
1799,1703,1
1800,1791,1
1801,1949,1
1802,1911,1
1803,1821,1
1804,1795,1
1805,1762,1
1806,1712,1
1807,1766,1
1808,1808,1
1809,1920,1
1810,2009,1
1811,2027,1
1812,1999,1
1813,2096,1
1814,2032,1
1815,1934,1
1816,1907,1
1817,1904,1
1818,2003,1
1819,1873,1
1820,2031,1
1821,1974,1
1822,2003,1
1823,2027,1
1824,2159,1
1825,2288,1
1826,2373,1
1827,2262,1
1828,2223,1
1829,2149,1
1830,2137,1
1831,2026,1
1832,1964,1
1833,1845,1
1834,1807,1
1835,1823,1
1836,1775,1
1837,1697,1
1838,1688,1
1839,1659,1
1840,1663,1
1841,1650,1
1842,1680,1
1843,1731,1
1844,1708,1
1845,1652,1
1846,1680,1
1847,1687,1
1848,1744,1
1849,1641,1
1850,1664,1
1851,1609,1
1852,1652,1
1853,1648,1
1854,1659,1
1855,1678,1
1856,1715,1
1857,1649,1
1858,1666,1
1859,1632,1
1860,1653,1
1861,1619,0
1862,1648,0
1863,1582,0
1864,1619,0
1865,1574,0
1866,1581,0
1867,1519,0
1868,1558,0
