serial,fsr,emg
1768,2119,2086
1769,2119,2078
1770,2113,2025
1771,2112,2021
1772,2112,2060
1773,2116,2059
1774,2111,2041
1775,2123,2057
1776,2123,2043
1777,2126,2002
1778,2112,1943
1779,2110,1999
1780,2106,2015
1781,2103,2079
1782,2083,2112
1783,2078,2101
1784,2081,2011
1785,2086,2112
1786,2094,2099
1787,2081,2159
1788,2086,1997
1789,2093,2061
1790,2169,2067
1791,2096,2103
1792,2087,2020
1793,2102,2133
1794,2113,2064
1795,2104,2064
1796,2113,2011
1797,2109,2016
1798,2103,2002
1799,2071,2036
1800,2077,1985
1801,2075,2031
1802,2058,1990
1803,2017,2039
1804,1989,2009
1805,2006,2070
1806,2011,2079
1807,1986,2078
1808,1968,2067
1809,1964,2023
1810,1957,1985
1811,1967,2028
1812,1971,2020
1813,1979,2041
1814,2000,2030
1815,2000,2037
1816,1973,2059
1817,1995,2077
1818,2045,2067
1819,2064,2079
1820,2070,2095
1821,2079,2055
1822,2090,2022
1823,2091,2079
1824,2124,2096
1825,2139,2044
1826,2133,2032
1827,2151,2065
1828,2172,2090
1829,2176,2074
1830,2192,2112
1831,2224,2043
1832,2219,2115
1833,2227,2128
1834,2242,2164
1835,2255,2166
1836,2267,2202
1837,2267,2160
1838,2273,2250
1839,2276,2194
1840,2275,2217
1841,2257,2218
1842,2226,2263
1843,2237,2235
1844,2213,2262
1845,2214,2263
1846,2185,2325
1847,2155,2278
1848,2182,2274
1849,2171,2228
1850,2194,2237
1851,2231,2189
1852,2251,2215
1853,2270,2273
1854,2270,2326
1855,2249,2288
1856,2234,2293
1857,2249,2240
1858,2256,2224
1859,2266,2243
1860,2269,2273
1861,2277,2265
1862,2284,2260
1863,2293,2202
1864,2310,2220
1865,2320,2202
1866,2320,2245
1867,2327,2240
1868,2325,2240
1869,2335,2294
1870,2345,2279
1871,2329,2289
1872,2326,2251
1873,2320,2278
1874,2293,2256
1875,2281,2241
1876,2283,2256
1877,2281,2266
1878,2297,2229
1879,2286,2231
1880,2285,2235
1881,2299,2205
1882,2302,2219
1883,2310,2229
1884,2306,2171
1885,2320,2213
1886,2323,2198
1887,2349,2238
1888,2310,2177
1889,2279,2225
1890,2267,2162
1891,2237,2193
1892,2094,2127
1893,1808,2164
1894,1647,2120
1895,1323,2136
1896,925,2084
1897,434,2131
1898,48,2112
1899,0,2139
1900,0,2080
1901,0,2066
1902,0,1975
1903,0,1936
1904,0,1825
1905,0,1771
1906,0,1690
1907,0,1677
1908,0,1628
1909,0,1584
1910,0,1487
1911,0,1441
1912,0,1408
1913,0,1385
1914,0,1360
1915,0,1335
1916,0,1328
1917,0,1328
1918,0,1346
1919,0,1348
1920,0,1345
1921,0,1354
1922,0,1362
1923,0,1359
1924,0,1369
1925,0,1353
1926,0,1349
1927,0,1341
1928,0,1334
1929,0,1324
1930,0,1318
1931,0,1321
1932,0,1344
1933,0,1370
1934,0,1382
1935,0,1372
1936,0,1344
1937,0,1335
1938,0,1347
1939,0,1328
1940,0,1312
1941,0,1293
1942,0,1299
1943,0,1280
1944,0,1303
1945,0,1295
1946,0,1314
1947,0,1302
1948,0,1299
1949,0,1295
1950,0,1293
1951,0,1292
1952,0,1280
1953,0,1254
1954,0,1253
1955,0,1235
1956,0,1230
1957,0,1250
1958,0,1253
1959,0,1231
1960,0,1216
1961,0,1233
1962,0,1261
1963,0,1250
1964,0,1245
1965,0,1231
1966,0,1215
1967,0,1200
1968,0,1224
1969,0,1251
1970,0,1258
1971,0,1229
1972,0,1233
1973,0,1239
1974,0,1235
1975,0,1229
1976,0,1219
1977,0,1229
1978,0,1225
1979,0,1206
1980,0,1184
1981,0,1187
1982,0,1199
1983,0,1200
1984,0,1214
1985,0,1209
1986,0,1199
1987,0,1191
1988,0,1182
1989,0,1191
1990,0,1187
1991,0,1198
1992,0,1202
1993,0,1184
1994,0,1181
1995,0,1191
1996,0,1197
1997,0,1195
1998,0,1191
1999,0,1205
2000,0,1199
2001,0,1200
2002,0,1191
2003,0,1218
2004,0,1200
2005,0,1195
2006,0,1216
2007,0,1214
2008,0,1214
2009,0,1201
2010,0,1205
2011,0,1235
2012,0,1264
2013,0,1296
2014,0,1288
2015,0,1287
2016,0,1273
2017,0,1264
2018,0,1266
2019,0,1283
2020,0,1282
2021,0,1301
2022,0,1307
2023,0,1296
2024,0,1294
2025,0,1295
2026,0,1286
2027,0,1280
2028,0,1264
2029,0,1242
2030,0,1236
2031,0,1264
2032,0,1307
2033,0,1294
2034,0,1323
2035,0,1357
2036,0,1401
2037,0,1392
2038,109,1566
2039,242,1587
2040,272,1660
2041,667,1653
2042,1072,1807
2043,1238,1842
2044,1427,1933
2045,1591,2002
2046,1684,1984
2047,1787,1936
2048,1995,1990
2049,2164,1953
2050,2221,2025
2051,2263,2032
2052,2288,2096
2053,2287,2066
2054,2291,2075
2055,2303,2134
2056,2330,2167
2057,2384,2082
2058,2377,2102
2059,2385,2065
2060,2415,2115
2061,2408,2109
2062,2413,2064
2063,2418,2089
2064,2416,2080
2065,2416,2079
2066,2448,1979
2067,2415,2012
2068,2427,2027
2069,2411,2087
2070,2409,2009
2071,2401,1980
2072,2384,1993
2073,2395,2063
2074,2393,2069
2075,2397,2154
2076,2409,2106
2077,2410,2125
2078,2402,2057
2079,2411,2106
2080,2411,2030
2081,2396,2047
2082,2387,2046
2083,2395,2014
2084,2401,1959
2085,2402,2076
2086,2400,2022
2087,2387,2087
2088,2368,2054
2089,2381,2115
2090,2355,2084
2091,2365,2090
2092,2368,1997
2093,2373,2032
2094,2368,2030
2095,2365,2047
2096,2384,2039
2097,2386,2037
2098,2382,2057
2099,2378,2099
2100,2382,2068
2101,2371,2077
2102,2367,2087
2103,2374,2178
2104,2374,2163
2105,2382,2135
2106,2384,2115
2107,2401,2062
2108,2398,2042
2109,2410,2022
2110,2416,2038
2111,2407,1969
2112,2416,2031
2113,2418,2011
2114,2399,2083
2115,2384,2061
2116,2384,2047
2117,2384,1952
2118,2382,2047
2119,2383,2030
2120,2400,2034
2121,2400,2058
2122,2403,2083
2123,2409,2057
2124,2400,2078
2125,2416,2054
2126,2416,2093
2127,2416,2112
2128,2423,2106
2129,2439,2074
2130,2448,2110
2131,2454,2126
2132,2465,2162
2133,2469,2137
2134,2465,2172
2135,2474,2139
2136,2465,2089
2137,2465,2062
2138,2478,2083
2139,2475,2016
2140,2473,2093
2141,2467,2013
2142,2465,2022
2143,2464,2005
2144,2452,2064
2145,2450,2039
2146,2458,2031
2147,2457,2013
2148,2437,2029
2149,2452,2011
2150,2449,2111
2151,2451,2055
2152,2462,2013
2153,2463,1971
2154,2473,1963
2155,2464,1999
2156,2463,2001
2157,2467,2015
2158,2481,2013
2159,2481,2033
2160,2496,2009
2161,2498,2000
2162,2512,1995
2163,2515,2012
2164,2525,1963
2165,2527,2011
2166,2527,1977
2167,2541,1984
2168,2539,1995
2169,2545,2015
2170,2546,1990
2171,2539,2043
2172,2544,2015
2173,2543,2083
2174,2544,2079
2175,2551,2062
2176,2551,1920
2177,2546,1959
2178,2549,1975
2179,2559,2026
2180,2559,1962
2181,2559,2021
2182,2538,1983
2183,2544,2026
2184,2541,2023
2185,2537,2074
2186,2543,2059
2187,2531,2083
2188,2530,2043
2189,2542,2003
2190,2533,1981
2191,2538,2002
2192,2531,2026
2193,2538,2090
2194,2528,2045
2195,2538,2080
2196,2530,2039
2197,2515,2060
2198,2524,2001
2199,2534,2032
2200,2538,1942
2201,2527,1972
2202,2542,2044
2203,2545,2022
2204,2544,1971
2205,2538,1983
2206,2538,1968
2207,2531,1977
2208,2527,1962
2209,2529,1958
2210,2506,2063
2211,2503,2194
2212,2509,2256
2213,2511,2207
2214,2514,2192
2215,2533,2226
2216,2531,2224
2217,2519,2175
2218,2485,2185
2219,2491,2247
2220,2482,2269
2221,2480,2146
2222,2496,2385
2223,2487,2370
2224,2501,2495
2225,2554,2398
2226,2559,2263
2227,2576,2285
2228,2567,2307
2229,2542,2121
2230,2573,2235
2231,2583,2153
2232,2594,2013
2233,2604,2032
2234,2559,2073
2235,2558,2055
2236,2567,2087
2237,2575,2063
2238,2567,2159
2239,2547,2219
2240,2557,2171
2241,2544,2109
2242,2498,2107
2243,2462,2129
2244,2395,2237
2245,2443,2205
2246,2384,2109
2247,2401,2069
2248,2416,2054
2249,2378,2017
2250,2295,2080
2251,2240,1955
2252,2189,1968
2253,2056,1973
2254,1918,1999
2255,1746,2009
2256,1566,2027
2257,1447,2014
2258,1288,2002
2259,1095,2005
2260,690,2017
2261,578,1994
2262,395,2017
2263,214,2014
2264,117,1968
2265,78,1895
2266,77,1789
2267,0,1755
2268,0,1698
2269,0,1597
2270,0,1482
2271,0,1385
2272,0,1328
2273,0,1274
2274,0,1246
2275,0,1217
2276,0,1206
2277,0,1199
2278,0,1183
2279,0,1177
2280,0,1180
2281,0,1184
2282,0,1169
2283,0,1169
2284,0,1197
2285,0,1232
2286,0,1237
2287,0,1257
2288,0,1277
2289,0,1273
2290,0,1242
2291,0,1261
2292,0,1234
2293,0,1248
2294,0,1222
2295,0,1206
2296,0,1221
2297,0,1231
2298,0,1209
2299,0,1250
2300,0,1249
2301,0,1261
2302,0,1254
2303,0,1241
2304,0,1232
2305,0,1239
2306,0,1233
2307,0,1221
2308,0,1223
2309,0,1234
2310,0,1242
2311,0,1228
2312,0,1207
2313,0,1201
2314,0,1195
2315,0,1203
2316,0,1181
2317,0,1180
2318,0,1182
2319,0,1185
2320,0,1221
2321,0,1303
2322,0,1470
2323,125,1547
2324,694,1637
2325,784,1735
2326,977,1846
2327,1138,1863
2328,1213,1926
2329,1375,1939
2330,1473,1987
2331,1513,1983
2332,1486,2001
2333,1620,1975
2334,1754,2005
2335,1781,1957
2336,1789,2047
2337,1790,1968
2338,1787,2015
2339,1824,1983
2340,1835,1989
2341,1836,1948
2342,1839,1963
2343,1823,1990
2344,1809,2032
2345,1813,1987
2346,1827,1983
2347,1840,1985
2348,1846,2007
2349,1866,2000
2350,1866,2000
2351,1870,1991
2352,1866,1999
2353,1858,1986
2354,1869,1986
2355,1871,1979
2356,1866,1955
2357,1862,1977
2358,1865,1989
2359,1858,1986
2360,1865,1993
2361,1871,2010
2362,1873,2005
2363,1877,1973
2364,1872,1983
2365,1883,2017
2366,1873,2026
2367,1872,2035
2368,1875,1973
2369,1878,1975
2370,1886,1978
2371,1904,1983
2372,1925,1939
2373,1951,1996
2374,1970,2019
2375,2014,2075
2376,2063,2082
2377,2182,2064
2378,2229,1984
2379,2256,2015
2380,2289,1970
2381,2293,2045
2382,2304,1984
2383,2310,2001
2384,2298,1933
2385,2305,1975
2386,2306,1987
2387,2314,2039
2388,2320,1953
2389,2317,1949
2390,2320,1904
2391,2325,1926
2392,2338,2010
2393,2338,1990
2394,2339,1955
2395,2361,2007
2396,2378,1926
2397,2385,1963
2398,2385,1981
2399,2385,2067
2400,2398,2027
2401,2402,1981
2402,2413,2035
2403,2402,2000
2404,2426,1987
2405,2435,1953
2406,2439,1913
2407,2446,1910
2408,2447,1911
2409,2460,1925
2410,2468,2003
2411,2463,1968
2412,2468,1978
2413,2480,1946
2414,2471,2017
2415,2466,2006
2416,2466,1993
2417,2464,2067
2418,2476,2082
2419,2475,2019
2420,2478,2007
2421,2469,1994
2422,2513,2025
2423,2475,2031
2424,2469,2059
2425,2458,1999
2426,2462,2008
2427,2461,1984
2428,2462,1996
2429,2464,1985
2430,2469,2014
2431,2471,1937
2432,2465,1965
2433,2466,2007
2434,2474,1986
2435,2480,1941
2436,2466,2019
2437,2462,1967
2438,2467,1959
2439,2463,1968
2440,2470,1975
2441,2475,1969
2442,2471,2003
2443,2468,1968
2444,2467,2000
2445,2479,1929
2446,2469,1962
2447,2465,1936
2448,2475,1936
2449,2471,1939
2450,2459,1971
2451,2446,1991
2452,2443,1988
2453,2426,1975
2454,2429,1965
2455,2427,1952
2456,2422,1972
2457,2417,2019
2458,2419,2012
2459,2406,2011
2460,2417,1999
2461,2427,1991
2462,2425,1983
2463,2420,2000
2464,2422,1978
2465,2537,2021
2466,2425,2060
2467,2419,2027
2468,2418,2022
2469,2410,1974
2470,2416,1951
2471,2421,1954
2472,2425,1964
2473,2420,1988
2474,2418,1922
2475,2423,1973
2476,2426,2035
2477,2427,2026
2478,2431,2000
2479,2418,2029
2480,2416,1968
2481,2407,2141
2482,2413,2063
2483,2405,2026
2484,2395,2042
2485,2407,2045
2486,2422,2096
2487,2423,2113
2488,2416,2066
2489,2424,2137
2490,2435,2134
2491,2432,2163
2492,2441,2066
2493,2455,2112
2494,2448,1974
2495,2439,2007
2496,2416,1991
2497,2389,1994
2498,2372,1955
2499,2354,1984
2500,2314,2017
2501,2320,1977
2502,2329,1998
2503,2331,2074
2504,2352,1999
2505,2363,1958
2506,2391,2032
2507,2398,2028
2508,2384,2033
2509,2459,1943
2510,2331,1925
2511,2287,1913
2512,2222,1903
2513,2192,1872
2514,2076,1851
2515,1922,1819
2516,1775,1815
2517,1565,1830
2518,1348,1826
2519,1231,1781
2520,945,1871
2521,461,1808
2522,94,1789
2523,16,1702
2524,0,1664
2525,0,1580
2526,42,1467
2527,0,1374
2528,0,1311
2529,0,1264
2530,0,1234
2531,0,1227
2532,0,1263
2533,0,1265
2534,0,1233
2535,0,1199
2536,0,1157
2537,0,1141
2538,0,1149
2539,0,1166
2540,0,1216
2541,0,1262
2542,0,1271
2543,0,1267
2544,0,1277
2545,0,1284
2546,0,1273
2547,0,1241
2548,0,1223
2549,0,1189
2550,0,1200
2551,0,1181
2552,0,1175
2553,0,1165
2554,0,1200
2555,0,1205
2556,0,1197
2557,0,1196
2558,0,1217
2559,0,1228
2560,0,1243
2561,0,1216
2562,0,1197
2563,0,1199
2564,0,1206
2565,0,1179
2566,0,1171
2567,0,1179
2568,0,1181
2569,0,1201
2570,0,1232
2571,0,1236
2572,0,1233
2573,0,1264
2574,0,1281
2575,0,1296
2576,0,1350
2577,0,1349
2578,0,1330
2579,0,1338
2580,0,1328
2581,0,1355
2582,0,1366
2583,0,1413
2584,0,1447
2585,0,1488
2586,0,1479
2587,0,1506
2588,0,1476
2589,0,1495
2590,0,1463
2591,0,1511
2592,0,1492
2593,0,1510
2594,0,1474
2595,0,1471
2596,0,1456
2597,0,1457
2598,0,1417
2599,0,1415
2600,0,1392
2601,0,1410
2602,0,1382
2603,0,1499
2604,0,1507
2605,0,1519
2606,0,1479
2607,0,1469
2608,0,1590
2609,145,1737
2610,501,1949
2611,1121,2029
2612,1258,2196
2613,1469,2270
2614,1648,2363
2615,1800,2388
2616,1974,2416
2617,2102,2450
2618,2160,2512
2619,2254,2437
2620,2324,2509
2621,2377,2432
2622,2457,2512
2623,2493,2512
2624,2511,2583
2625,2544,2476
2626,2599,2509
2627,2628,2448
2628,2640,2494
2629,2683,2442
2630,2695,2453
2631,2716,2422
2632,2736,2529
2633,2738,2449
2634,2752,2463
2635,2765,2425
2636,2758,2480
2637,2760,2451
2638,2755,2453
2639,2767,2468
2640,2759,2518
2641,2767,2480
2642,2757,2495
2643,2782,2497
2644,2717,2477
2645,2774,2455
2646,2786,2451
2647,2781,2471
2648,2799,2484
2649,2795,2498
2650,2797,2495
2651,2789,2497
2652,2795,2555
2653,2806,2522
2654,2810,2506
2655,2808,2512
2656,2813,2608
2657,2817,2557
2658,2822,2461
2659,2817,2508
2660,2816,2512
2661,2800,2558
2662,2794,2462
2663,2783,2511
2664,2791,2486
2665,2788,2480
2666,2799,2495
2667,2794,2495
2668,2806,2471
2669,2811,2519
2670,2802,2461
2671,2811,2509
2672,2816,2510
2673,2811,2575
2674,2778,2487
2675,2710,2487
2676,2631,2438
2677,2483,2474
2678,2353,2398
2679,2177,2422
2680,1968,2345
2681,1754,2363
2682,1523,2277
2683,1039,2224
2684,321,2135
2685,0,2044
2686,0,1971
2687,0,1877
2688,0,1684
2689,0,1525
2690,0,1392
2691,0,1324
2692,0,1265
2693,0,1238
2694,0,1226
2695,0,1220
2696,0,1187
2697,0,1215
2698,0,1233
2699,0,1234
2700,0,1239
2701,0,1264
2702,0,1257
2703,0,1238
2704,0,1246
2705,0,1252
2706,0,1265
2707,0,1254
2708,0,1264
2709,0,1264
2710,0,1267
2711,0,1250
2712,0,1242
2713,0,1261
2714,0,1253
2715,0,1266
2716,0,1264
2717,0,1254
2718,0,1260
2719,0,1258
2720,0,1241
2721,0,1235
2722,0,1238
2723,0,1232
2724,0,1235
2725,0,1249
2726,0,1265
2727,0,1264
2728,0,1232
2729,0,1220
2730,0,1202
2731,0,1185
2732,0,1171
2733,0,1156
2734,0,1153
2735,0,1153
2736,0,1152
2737,0,1148
2738,0,1151
2739,0,1148
2740,0,1136
2741,0,1127
2742,0,1127
2743,0,1127
2744,0,1134
2745,0,1119
2746,0,1114
2747,0,1107
2748,0,1110
2749,0,1117
2750,0,1111
2751,0,1114
2752,0,1107
2753,0,1114
2754,0,1116
2755,0,1155
2756,0,1263
2757,0,1341
2758,0,1425
2759,0,1498
2760,38,1562
2761,156,1642
2762,17,1739
2763,578,1842
2764,719,1930
2765,1011,2047
2766,1196,2065
2767,1296,2147
2768,1463,2160
2769,1596,2202
2770,1674,2224
2771,1754,2258
2772,1831,2235
2773,1917,2257
2774,2001,2247
2775,2094,2263
2776,2143,2299
2777,2172,2321
2778,2193,2321
2779,2175,2352
2780,2176,2301
2781,2192,2338
2782,2230,2333
2783,2237,2387
2784,2247,2387
2785,2253,2399
2786,2253,2330
2787,2269,2365
2788,2279,2384
2789,2289,2416
2790,2313,2327
2791,2322,2339
2792,2338,2317
2793,2341,2331
2794,2353,2320
2795,2353,2301
2796,2369,2347
2797,2378,2331
2798,2377,2361
2799,2384,2351
2800,2373,2378
2801,2367,2361
2802,2350,2390
2803,2337,2341
2804,2353,2391
2805,2359,2352
2806,2353,2402
2807,2368,2416
2808,2369,2431
2809,2381,2350
2810,2373,2382
2811,2364,2354
2812,2366,2423
2813,2378,2355
2814,2378,2415
2815,2379,2374
2816,2363,2471
2817,2359,2382
2818,2415,2448
2819,2423,2368
2820,2454,2414
2821,2469,2418
2822,2481,2480
2823,2494,2480
2824,2482,2494
2825,2499,2399
2826,2496,2480
2827,2510,2442
2828,2529,2512
2829,2546,2480
2830,2576,2509
2831,2594,2443
2832,2608,2509
2833,2621,2526
2834,2649,2543
2835,2654,2544
2836,2656,2540
2837,2675,2528
2838,2694,2572
2839,2684,2576
2840,2674,2585
2841,2659,2577
2842,2662,2544
2843,2654,2590
2844,2658,2636
2845,2661,2678
2846,2668,2676
2847,2683,2672
2848,2704,2630
2849,2728,2718
2850,2742,2681
2851,2751,2702
2852,2766,2663
2853,2769,2691
2854,2770,2672
2855,2773,2740
2856,2777,2672
2857,2761,2766
2858,2755,2791
2859,2768,2736
2860,2773,2666
2861,2775,2734
2862,2791,2659
2863,2794,2800
2864,2798,2787
2865,2782,2769
2866,2790,2743
2867,2789,2739
2868,2774,2704
2869,2781,2772
2870,2768,2727
2871,2773,2800
2872,2778,2741
2873,2767,2747
2874,2759,2665
2875,2757,2783
2876,2762,2650
2877,2754,2672
2878,2771,2650
2879,2766,2642
2880,2771,2607
2881,2769,2615
2882,2779,2587
2883,2771,2544
2884,2770,2575
2885,2766,2627
2886,2752,2625
2887,2758,2579
2888,2756,2558
2889,2758,2517
2890,2758,2525
2891,2759,2543
2892,2771,2578
2893,2771,2556
2894,2786,2544
2895,2787,2485
2896,2780,2531
2897,2771,2556
2898,2765,2617
2899,2758,2626
2900,2762,2640
2901,2768,2597
2902,2770,2714
2903,2784,2735
2904,2783,2751
2905,2787,2704
2906,2781,2695
2907,2786,2608
2908,2783,2681
2909,2782,2667
2910,2778,2672
2911,2768,2597
2912,2763,2649
2913,2769,2641
2914,2784,2672
2915,2788,2624
2916,2781,2688
2917,2768,2688
2918,2750,2739
2919,2758,2651
2920,2755,2677
2921,2746,2613
2922,2747,2657
2923,2737,2600
2924,2709,2671
2925,2640,2610
2926,2514,2682
2927,2401,2716
2928,2118,2755
2929,1676,2743
2930,1423,2799
2931,1131,2781
2932,848,2793
2933,774,2791
2934,503,2798
2935,96,2816
2936,0,2823
2937,0,2796
2938,0,2699
2939,0,2618
2940,0,2462
2941,0,2253
2942,0,2032
2943,0,1815
2944,0,1674
2945,0,1594
2946,0,1530
2947,0,1488
2948,0,1455
2949,0,1441
2950,0,1429
2951,0,1426
2952,0,1430
2953,0,1445
2954,0,1447
2955,0,1469
2956,0,1445
2957,0,1453
2958,0,1444
2959,0,1469
2960,0,1435
2961,0,1434
2962,0,1419
2963,0,1455
2964,0,1439
2965,0,1461
2966,0,1458
2967,0,1471
2968,0,1456
2969,0,1465
2970,0,1456
2971,0,1483
2972,0,1482
2973,0,1516
2974,0,1499
2975,0,1517
2976,0,1503
2977,0,1505
2978,0,1473
2979,0,1491
2980,0,1474
2981,0,1488
2982,0,1518
2983,0,1583
2984,0,1765
2985,0,1977
2986,227,2183
2987,752,2384
2988,1039,2512
2989,1264,2581
2990,1498,2682
2991,1618,2716
2992,1675,2822
2993,1664,2789
2994,1659,2859
2995,1680,2855
2996,1669,2879
2997,1654,2827
2998,1682,2911
2999,1712,2873
3000,1739,2885
3001,1781,2817
3002,1835,2913
3003,1863,2854
3004,1905,2929
3005,1965,2885
3006,2032,2992
3007,2075,2901
3008,2153,2971
3009,2186,2881
3010,2213,2974
3011,2207,2905
3012,2241,2977
3013,2276,2951
3014,2284,3027
3015,2294,2973
3016,2289,3024
3017,2307,2963
3018,2302,3079
3019,2350,3009
3020,2333,3083
3021,2343,3061
3022,2354,3143
3023,2358,3091
3024,2363,3120
3025,2362,3183
3026,2383,3197
3027,2384,3189
3028,2389,3226
3029,2471,3152
3030,2391,3104
3031,2398,3162
3032,2402,3099
3033,2375,3098
3034,2394,3130
3035,2398,3200
3036,2395,3152
3037,2383,3169
3038,2358,3204
3039,2349,3280
3040,2355,3201
3041,2359,3242
3042,2368,3134
3043,2370,3242
3044,2377,3177
3045,2368,3298
3046,2362,3179
3047,2352,3270
3048,2340,3162
3049,2307,3258
3050,2241,3132
3051,2185,3280
3052,2112,3174
3053,2032,3261
3054,1923,3207
3055,1802,3318
3056,1681,3242
3057,1522,3324
3058,1377,3233
3059,1229,3343
3060,1088,3225
3061,992,3312
3062,987,3221
3063,989,3323
3064,961,3270
3065,944,3320
3066,916,3258
3067,862,3325
3068,822,3282
3069,827,3299
3070,847,3232
3071,837,3248
3072,821,3226
3073,798,3247
3074,715,3251
3075,521,3259
3076,469,3281
3077,343,3246
3078,288,3280
3079,213,3239
3080,135,3273
3081,154,3205
3082,182,3290
3083,222,3231
3084,265,3324
3085,407,3216
3086,450,3265
3087,502,3166
3088,498,3253
3089,444,3184
3090,435,3264
3091,351,3162
3092,231,3255
3093,206,3191
3094,194,3312
3095,221,3179
3096,240,3281
3097,210,3181
3098,242,3264
3099,330,3159
3100,427,3250
3101,418,3157
3102,384,3338
3103,398,3238
3104,437,3298
3105,494,3225
3106,563,3307
3107,558,3203
3108,528,3270
3109,450,3184
3110,459,3225
3111,459,3200
3112,457,3228
3113,464,3193
3114,450,3216
3115,445,3191
3116,429,3216
3117,241,3189
3118,99,3186
3119,99,3215
3120,105,3168
3121,80,3150
3122,131,3106
3123,164,3174
3124,160,3158
3125,190,3207
3126,189,3172
3127,190,3242
3128,160,3152
3129,144,3152
3130,107,3085
3131,81,3114
3132,57,3024
3133,42,3031
3134,55,2919
3135,17,2970
3136,30,2878
3137,42,2927
3138,34,2837
3139,37,2921
3140,55,2826
3141,64,2907
3142,57,2850
3143,64,2915
3144,57,2856
3145,35,2897
3146,33,2834
3147,16,2880
3148,20,2821
3149,6,2875
3150,0,2810
3151,14,2877
3152,1,2805
3153,11,2847
3154,2,2784
3155,4,2839
3156,17,2807
3157,33,2846
3158,35,2813
3159,31,2820
3160,36,2811
3161,32,2815
3162,22,2833
3163,12,2844
3164,0,2837
3165,5,2811
3166,15,2815
3167,32,2794
3168,4,2806
3169,0,2768
3170,9,2785
3171,17,2743
3172,22,2747
3173,16,2732
3174,29,2743
3175,1,2687
3176,0,2741
3177,2,2671
3178,0,2726
3179,0,2633
3180,0,2707
3181,0,2639
3182,0,2677
3183,0,2603
3184,0,2633
3185,0,2559
3186,0,2603
3187,0,2525
3188,0,2559
3189,0,2513
3190,0,2537
3191,0,2461
3192,0,2486
3193,0,2442
3194,0,2470
3195,0,2401
3196,0,2405
3197,0,2332
3198,0,2340
3199,0,2275
3200,0,2289
3201,0,2225
3202,0,2198
3203,0,2119
3204,0,2119
3205,0,2045
3206,0,2023
3207,0,1973
3208,0,1947
3209,0,1909
3210,0,1902
3211,0,1881
3212,0,1889
3213,0,1875
3214,0,1852
3215,0,1843
3216,0,1835
3217,0,1845
3218,0,1806
3219,0,1823
3220,0,1801
3221,0,1805
3222,0,1769
3223,0,1772
3224,0,1760
3225,0,1757
3226,0,1726
3227,0,1738
3228,0,1698
3229,0,1692
3230,0,1657
3231,0,1659
3232,0,1627
3233,0,1648
3234,0,1616
3235,0,1629
3236,0,1597
3237,0,1619
3238,0,1594
3239,0,1612
3240,0,1591
3241,0,1630
3242,0,1590
3243,0,1600
3244,0,1584
3245,0,1605
3246,0,1580
3247,0,1611
3248,0,1586
3249,0,1589
3250,0,1569
3251,0,1600
3252,0,1583
3253,0,1613
3254,0,1595
3255,0,1615
3256,0,1616
3257,0,1659
3258,0,1723
3259,0,1781
3260,0,1859
3261,0,1915
3262,0,1994
3263,0,2070
3264,0,2185
3265,322,2229
3266,482,2401
3267,592,2433
3268,945,2556
3269,1104,2558
3270,1264,2643
3271,1404,2607
3272,1597,2663
3273,1678,2669
3274,1739,2743
3275,1808,2679
3276,1820,2738
3277,1847,2720
3278,1867,2755
3279,1905,2683
3280,1922,2743
3281,1958,2699
3282,1983,2778
3283,2018,2710
3284,2045,2758
3285,2054,2731
3286,2065,2765
3287,2081,2717
3288,2066,2787
3289,2041,2723
3290,2042,2799
3291,2028,2737
3292,2027,2782
3293,2014,2735
3294,2001,2767
3295,2011,2767
3296,2032,2807
3297,2025,2738
3298,2016,2759
3299,2011,2770
3300,1995,2759
3301,1986,2729
3302,1966,2710
3303,1936,2734
3304,1927,2747
3305,1926,2773
3306,1922,2784
3307,1931,2794
3308,1931,2777
3309,1926,2801
3310,1894,2768
3311,1859,2829
3312,1863,2782
3313,1861,2852
3314,1850,2816
3315,1839,2876
3316,1820,2815
3317,1808,2832
3318,1791,2768
3319,1779,2827
3320,1761,2775
3321,1735,2832
3322,1725,2771
3323,1725,2875
3324,1746,2825
3325,1745,2902
3326,1761,2859
3327,1754,2955
3328,1790,2870
3329,1819,2919
3330,1835,2864
3331,1823,2959
3332,1840,2915
3333,1834,2963
3334,1841,2937
3335,1834,3026
3336,1834,3054
3337,1832,3133
3338,1826,3143
3339,1811,3183
3340,1802,3216
3341,1802,3191
3342,1781,3201
3343,1813,3217
3344,1805,3251
3345,1807,3225
3346,1808,3234
3347,1803,3159
3348,1806,3185
3349,1805,3057
3350,1791,3092
3351,1793,3014
3352,1806,3030
3353,1812,2930
3354,1809,3005
3355,1817,2937
3356,1828,3004
3357,1838,2928
3358,1840,3015
3359,1834,2955
3360,1840,3018
3361,1849,2949
3362,1856,3009
3363,1854,2899
3364,1855,2990
3365,1867,2906
3366,1866,2943
3367,1871,2887
3368,1855,2991
3369,1849,2896
3370,1854,2947
3371,1870,2867
3372,1835,2937
3373,1803,2853
3374,1798,2935
3375,1767,2848
3376,1796,2896
3377,1805,2861
3378,1803,2909
3379,1795,2879
3380,1799,2882
3381,1796,2902
3382,1787,2901
3383,1782,2865
3384,1767,2878
3385,1763,2859
3386,1749,2818
3387,1761,2865
3388,1757,2861
3389,1767,2917
3390,1767,2935
3391,1754,2931
3392,1744,2893
3393,1740,2913
