serial,fsr,emg
3394,1751,2830
3395,1760,2877
3396,1782,2831
3397,1788,2896
3398,1794,2877
3399,1779,2928
3400,1774,2846
3401,1776,2926
3402,1776,2843
3403,1767,2839
3404,1750,2766
3405,1750,2855
3406,1766,2805
3407,1762,2861
3408,1773,2800
3409,1785,2855
3410,1779,2780
3411,1763,2823
3412,1744,2737
3413,1725,2800
3414,1685,2784
3415,1681,2851
3416,1706,2775
3417,1716,2874
3418,1735,2773
3419,1746,2817
3420,1773,2785
3421,1776,2841
3422,1799,2763
3423,1786,2813
3424,1773,2791
3425,1745,2778
3426,1761,2806
3427,1792,2800
3428,1809,2805
3429,1823,2794
3430,1824,2835
3431,1823,2834
3432,1814,2855
3433,1808,2864
3434,1811,2903
3435,1812,2801
3436,1787,2925
3437,1797,2897
3438,1802,2928
3439,1791,2863
3440,1811,2939
3441,1808,2866
3442,1812,2947
3443,1810,2873
3444,1792,2943
3445,1791,2838
3446,1801,2931
3447,1807,2875
3448,1809,2881
3449,1809,2802
3450,1803,2862
3451,1804,2783
3452,1809,2867
3453,1813,2821
3454,1820,2891
3455,1795,2882
3456,1791,2943
3457,1781,2877
3458,1775,2922
3459,1773,2831
3460,1776,2896
3461,1759,2817
3462,1738,2880
3463,1703,2801
3464,1681,2859
3465,1603,2816
3466,1507,2819
3467,1456,2803
3468,1450,2864
3469,1387,2872
3470,1360,2907
3471,1326,2939
3472,1326,2945
3473,1309,2985
3474,1257,2995
3475,1249,3030
3476,1248,3003
3477,1202,3053
3478,1195,2997
3479,1172,3079
3480,1099,3045
3481,1039,3103
3482,1034,3062
3483,976,3138
3484,978,3047
3485,1008,3147
3486,1085,3046
3487,1111,3151
3488,976,3031
3489,816,3103
3490,574,3019
3491,438,3070
3492,342,3031
3493,234,3129
3494,27,2995
3495,0,3055
3496,0,2947
3497,0,2975
3498,0,2864
3499,0,2874
3500,0,2741
3501,0,2747
3502,0,2599
3503,0,2591
3504,0,2522
3505,0,2529
3506,0,2490
3507,0,2512
3508,0,2450
3509,0,2460
3510,0,2418
3511,0,2437
3512,0,2391
3513,0,2372
3514,0,2386
3515,0,2373
3516,0,2397
3517,0,2357
3518,0,2371
3519,0,2387
3520,0,2385
3521,0,2374
3522,0,2368
3523,0,2343
3524,0,2370
3525,0,2335
3526,0,2368
3527,0,2320
3528,0,2373
3529,0,2336
3530,0,2394
3531,0,2365
3532,0,2419
3533,0,2363
3534,0,2433
3535,0,2375
3536,0,2480
3537,0,2453
3538,0,2507
3539,0,2453
3540,0,2534
3541,0,2512
3542,0,2590
3543,0,2525
3544,0,2608
3545,0,2576
3546,0,2612
3547,0,2557
3548,0,2607
3549,0,2598
3550,0,2627
3551,0,2587
3552,0,2621
3553,0,2590
3554,0,2583
3555,0,2571
3556,0,2608
3557,0,2624
3558,0,2621
3559,0,2637
3560,0,2638
3561,0,2669
3562,0,2657
3563,266,2707
3564,430,2767
3565,581,2855
3566,726,2807
3567,831,2885
3568,839,2849
3569,981,2896
3570,1046,2853
3571,1138,2913
3572,1298,2801
3573,1354,2891
3574,1437,2815
3575,1486,2881
3576,1548,2864
3577,1616,2850
3578,1691,2781
3579,1738,2768
3580,1765,2699
3581,1779,2753
3582,1808,2721
3583,1834,2768
3584,1872,2721
3585,1888,2806
3586,1889,2729
3587,1914,2753
3588,1945,2763
3589,1947,2810
3590,1954,2768
3591,1995,2768
3592,2033,2786
3593,2032,2861
3594,2090,2887
3595,2101,2903
3596,2123,2934
3597,2139,2938
3598,2181,2994
3599,2202,2928
3600,2241,2989
3601,2256,2951
3602,2257,2975
3603,2269,2917
3604,2282,3005
3605,2293,2989
3606,2313,3069
3607,2341,3120
3608,2346,3275
3609,2367,3198
3610,2385,3331
3611,2388,3228
3612,2416,3292
3613,2418,3201
3614,2417,3205
3615,2416,3024
3616,2427,3127
3617,2426,3007
3618,2432,3059
3619,2421,2989
3620,2425,3005
3621,2416,2928
3622,2403,3038
3623,2403,3050
3624,2400,3071
3625,2401,2997
3626,2395,3026
3627,2384,2953
3628,2368,2998
3629,2352,2930
3630,2343,3058
3631,2349,3027
3632,2343,3059
3633,2353,2992
3634,2354,2990
3635,2363,2917
3636,2366,2898
3637,2368,2993
3638,2373,3001
3639,2368,2946
3640,2332,2897
3641,2370,2910
3642,2366,2935
3643,2379,2961
3644,2382,2925
3645,2385,2928
3646,2387,2910
3647,2395,2960
3648,2387,2895
3649,2388,2916
3650,2403,2871
3651,2406,2879
3652,2411,2767
3653,2410,2935
3654,2405,2909
3655,2388,2963
3656,2385,2875
3657,2394,2946
3658,2393,2864
3659,2400,2908
3660,2405,2891
3661,2407,2971
3662,2416,2825
3663,2411,2928
3664,2405,2875
3665,2411,2928
3666,2415,2859
3667,2422,2883
3668,2429,2822
3669,2436,2832
3670,2435,2815
3671,2434,2837
3672,2417,2786
3673,2416,2851
3674,2410,2811
3675,2407,2800
3676,2407,2795
3677,2377,2794
3678,2330,2756
3679,2330,2783
3680,2315,2789
3681,2314,2796
3682,2319,2801
3683,2341,2813
3684,2351,2807
3685,2391,2826
3686,2377,2858
3687,2383,2851
3688,2391,2826
3689,2411,2797
3690,2415,2877
3691,2416,2799
3692,2413,2827
3693,2410,2736
3694,2398,2777
3695,2395,2722
3696,2387,2795
3697,2375,2772
3698,2370,2875
3699,2372,2806
3700,2367,2831
3701,2350,2771
3702,2318,2777
3703,2288,2709
3704,2288,2770
3705,2288,2714
3706,2288,2795
3707,2283,2735
3708,2285,2768
3709,2286,2707
3710,2277,2775
3711,2275,2736
3712,2279,2823
3713,2293,2766
3714,2314,2852
3715,2331,2743
3716,2322,2758
3717,2319,2715
3718,2323,2688
3719,2320,2702
3720,2322,2734
3721,2332,2715
3722,2344,2759
3723,2330,2704
3724,2352,2752
3725,2352,2800
3726,2339,2794
3727,2351,2770
3728,2327,2742
3729,2325,2773
3730,2331,2723
3731,2311,2764
3732,2325,2736
3733,2336,2787
3734,2368,2759
3735,2398,2807
3736,2411,2803
3737,2416,2848
3738,2433,2759
3739,2421,2795
3740,2414,2734
3741,2414,2837
3742,2416,2775
3743,2416,2829
3744,2429,2772
3745,2441,2843
3746,2445,2800
3747,2431,2825
3748,2432,2748
3749,2439,2768
3750,2448,2736
3751,2442,2808
3752,2437,2741
3753,2422,2779
3754,2411,2697
3755,2395,2768
3756,2339,2753
3757,2281,2826
3758,2193,2793
3759,2126,2816
3760,2078,2817
3761,1965,2891
3762,1769,2939
3763,1594,3010
3764,1372,3031
3765,1153,3071
3766,681,3101
3767,587,3102
3768,192,3138
3769,0,3051
3770,25,3015
3771,0,2851
3772,0,2794
3773,0,2679
3774,0,2670
3775,0,2623
3776,0,2610
3777,0,2547
3778,0,2525
3779,0,2452
3780,0,2496
3781,0,2448
3782,0,2506
3783,0,2471
3784,0,2525
3785,0,2471
3786,0,2523
3787,0,2469
3788,0,2517
3789,0,2491
3790,0,2576
3791,0,2530
3792,0,2600
3793,0,2544
3794,0,2608
3795,0,2559
3796,0,2608
3797,0,2570
3798,0,2627
3799,0,2587
3800,0,2618
3801,0,2582
3802,0,2611
3803,0,2601
3804,0,2607
3805,0,2624
3806,0,2643
3807,0,2660
3808,0,2660
3809,0,2654
3810,0,2662
3811,0,2697
3812,48,2699
3813,30,2733
3814,0,2773
3815,23,2839
3816,58,2818
3817,80,2895
3818,117,2883
3819,130,2959
3820,161,2916
3821,198,3007
3822,284,2948
3823,354,3023
3824,480,2930
3825,597,3014
3826,622,2953
3827,623,3093
3828,626,3015
3829,633,3124
3830,637,3018
3831,628,3088
3832,627,2998
3833,641,3095
3834,704,3024
3835,720,3129
3836,787,3024
3837,794,3121
3838,830,3039
3839,833,3106
3840,846,3023
3841,843,3070
3842,854,3013
3843,841,3069
3844,889,3047
3845,947,3084
3846,1000,3071
3847,1059,3071
3848,1120,3070
3849,1142,3045
3850,1233,3105
3851,1315,3094
3852,1469,3117
3853,1552,3042
3854,1658,3083
3855,1706,3066
3856,1792,3090
3857,1847,3081
3858,1904,3184
3859,1936,3136
3860,1985,3170
3861,1984,3059
3862,1993,3146
3863,2033,3086
3864,2061,3110
3865,2063,3031
3866,2070,3138
3867,2090,3026
3868,2106,3151
3869,2126,3006
3870,2162,3098
3871,2194,2999
3872,2222,3110
3873,2257,2933
3874,2259,3051
3875,2289,2966
3876,2305,3059
3877,2352,3008
3878,2377,3025
3879,2382,3024
3880,2387,3029
3881,2391,3023
3882,2403,3056
3883,2398,3053
3884,2394,3011
3885,2389,2987
3886,2398,3037
3887,2395,3083
3888,2406,3011
3889,2407,3055
3890,2416,3055
3891,2423,3027
3892,2419,2993
3893,2415,3008
3894,2416,3003
3895,2421,3037
3896,2428,3030
3897,2426,3038
3898,2425,2974
3899,2432,3034
3900,2439,2955
3901,2442,3005
3902,2449,2981
3903,2455,2992
3904,2450,2926
3905,2465,3015
3906,2454,3024
3907,2450,3056
3908,2555,2943
3909,2442,2963
3910,2453,2943
3911,2455,3041
3912,2458,2993
3913,2466,3080
3914,2480,3005
3915,2476,3102
3916,2476,2993
3917,2475,3054
3918,2474,2948
3919,2470,2983
3920,2461,2861
3921,2477,2941
3922,2480,2871
3923,2480,2925
3924,2477,2915
3925,2478,3003
3926,2481,2947
3927,2480,2895
3928,2483,2879
3929,2488,2906
3930,2489,2926
3931,2487,2919
3932,2482,2935
3933,2478,2914
3934,2464,2993
3935,2471,3049
3936,2463,3018
3937,2455,3005
3938,2448,2941
3939,2438,2851
3940,2447,2897
3941,2435,2835
3942,2438,2867
3943,2434,2902
3944,2450,2966
3945,2441,2866
3946,2448,2919
3947,2450,2838
3948,2448,2954
3949,2454,2927
3950,2455,2981
3951,2459,2922
3952,2463,2928
3953,2470,2834
3954,2473,2901
3955,2463,2842
3956,2453,2911
3957,2448,2855
3958,2443,2877
3959,2456,2854
3960,2448,2867
3961,2455,2805
3962,2463,2915
3963,2461,2874
3964,2464,2855
3965,2457,2839
3966,2466,2877
3967,2476,2905
3968,2471,2928
3969,2479,2905
3970,2475,2908
3971,2480,2842
3972,2480,2859
3973,2480,2845
3974,2486,2798
3975,2486,2879
3976,2485,2846
3977,2489,2899
3978,2493,2849
3979,2486,2960
3980,2459,2921
3981,2451,2893
3982,2442,2874
3983,2431,2834
3984,2422,2800
3985,2429,2838
3986,2432,2803
3987,2439,2879
3988,2445,2768
3989,2448,2845
3990,2449,2864
3991,2451,2925
3992,2448,2849
3993,2451,2912
3994,2450,2833
3995,2451,2890
3996,2454,2818
3997,2457,2852
3998,2458,2799
3999,2471,2923
4000,2463,2826
4001,2477,2901
4002,2483,2854
4003,2477,2960
4004,2474,2838
4005,2460,2875
4006,2461,2815
4007,2463,2898
4008,2453,2832
4009,2461,2805
4010,2455,2849
4011,2465,2849
4012,2468,2809
4013,2461,2826
4014,2448,2802
4015,2448,2797
4016,2448,2801
4017,2449,2795
4018,2436,2813
4019,2422,2819
4020,2411,2823
4021,2419,2794
4022,2416,2853
4023,2423,2862
4024,2431,2842
4025,2429,2783
4026,2435,2828
4027,2441,2781
4028,2448,2864
4029,2448,2783
4030,2452,2903
4031,2448,2865
4032,2439,2896
4033,2427,2837
4034,2434,2944
4035,2439,2880
4036,2447,2942
4037,2432,2889
4038,2430,2960
4039,2400,2864
4040,2384,2929
4041,2364,2885
4042,2260,2962
4043,2000,2910
4044,1765,2971
4045,1354,2907
4046,946,2990
4047,687,2928
4048,375,2985
4049,123,2939
4050,50,2929
4051,64,2845
4052,74,2846
4053,0,2803
4054,0,2772
4055,0,2723
4056,0,2726
4057,0,2718
4058,0,2708
4059,0,2705
4060,0,2697
4061,0,2709
4062,0,2683
4063,0,2715
4064,0,2672
4065,0,2747
4066,0,2683
4067,0,2707
4068,0,2672
4069,0,2719
4070,0,2687
4071,0,2730
4072,0,2684
4073,0,2747
4074,0,2674
4075,0,2727
4076,0,2674
4077,0,2739
4078,0,2688
4079,0,2754
4080,0,2699
4081,0,2755
4082,0,2715
4083,0,2787
4084,0,2721
4085,0,2763
4086,0,2685
4087,0,2742
4088,0,2690
4089,0,2731
4090,0,2683
4091,0,2736
4092,0,2693
4093,0,2734
4094,0,2715
4095,0,2736
4096,0,2736
4097,0,2754
4098,0,2747
4099,0,2761
4100,0,2759
4101,0,2758
4102,0,2761
4103,0,2727
4104,0,2768
4105,0,2747
4106,0,2785
4107,0,2766
4108,16,2831
4109,74,2800
4110,109,2877
4111,91,2857
4112,77,2966
4113,163,2958
4114,432,3120
4115,582,3070
4116,688,3210
4117,722,3139
4118,727,3274
4119,752,3168
4120,761,3263
4121,762,3197
4122,743,3293
4123,766,3216
4124,769,3285
4125,816,3158
4126,862,3258
4127,864,3170
4128,1034,3239
4129,1133,3107
4130,1203,3200
4131,1360,3177
4132,1473,3239
4133,1566,3156
4134,1610,3211
4135,1619,3214
4136,1654,3186
4137,1665,3163
4138,1657,3202
4139,1634,3163
4140,1575,3173
4141,1467,3191
4142,1312,3197
4143,1136,3278
4144,992,3248
4145,922,3299
4146,868,3265
4147,869,3289
4148,878,3206
4149,864,3253
4150,832,3203
4151,831,3275
4152,774,3174
4153,761,3267
4154,784,3189
4155,806,3294
4156,815,3184
4157,817,3267
4158,816,3182
4159,816,3255
4160,766,3170
4161,735,3244
4162,725,3151
4163,752,3247
4164,788,3111
4165,816,3222
4166,848,3123
4167,867,3207
4168,915,3128
4169,1005,3205
4170,1010,3095
4171,1033,3179
4172,1046,3121
4173,1044,3186
4174,1091,3124
4175,1106,3215
4176,1104,3141
4177,1071,3183
4178,985,3145
4179,914,3171
4180,925,3152
4181,920,3157
4182,923,3139
4183,927,3159
4184,934,3165
4185,941,3141
4186,893,3159
4187,874,3130
4188,874,3178
4189,870,3129
4190,879,3157
4191,884,3136
4192,896,3170
4193,894,3087
4194,894,3137
4195,899,3113
4196,890,3168
4197,848,3088
4198,857,3152
4199,885,3071
4200,877,3174
4201,883,3060
4202,879,3152
4203,893,3056
4204,910,3146
4205,899,3040
4206,881,3136
4207,893,3050
4208,912,3136
4209,896,3044
4210,909,3118
4211,955,3056
4212,944,3120
4213,939,3057
4214,937,3133
4215,929,3045
4216,928,3118
4217,933,3067
4218,942,3104
4219,962,3055
4220,927,3111
4221,1042,3088
4222,944,3097
4223,967,3070
4224,966,3090
4225,965,3063
4226,976,3055
4227,981,3067
4228,982,3089
4229,992,3083
4230,991,3051
4231,989,3107
4232,1040,3027
4233,1083,3090
4234,1171,3043
4235,1235,3142
4236,1321,3057
4237,1377,3113
4238,1424,3045
4239,1424,3115
4240,1394,3047
4241,1369,3143
4242,1376,3047
4243,1410,3130
4244,1438,3041
4245,1473,3111
4246,1470,2992
4247,1473,3094
4248,1463,3031
4249,1462,3149
4250,1419,3056
4251,1398,3120
4252,1440,3044
4253,1456,3157
4254,1467,3043
4255,1465,3169
4256,1478,3063
4257,1474,3157
4258,1468,3059
4259,1473,3159
4260,1504,3036
4261,1554,3104
4262,1567,3045
4263,1589,3088
4264,1644,3062
4265,1623,3088
4266,1679,3056
4267,1728,3081
4268,1685,3063
4269,1689,3079
4270,1710,3133
4271,1705,3105
4272,1730,3127
4273,1750,3135
4274,1753,3119
4275,1761,3082
4276,1776,3167
4277,1776,3117
4278,1794,3190
4279,1798,3105
4280,1795,3152
4281,1796,3119
4282,1808,3198
4283,1808,3089
4284,1803,3195
4285,1801,3115
4286,1803,3194
4287,1821,3071
4288,1829,3151
4289,1827,3069
4290,1833,3170
4291,1844,3042
4292,1842,3153
4293,1822,3091
4294,1835,3163
4295,1848,3081
4296,1856,3166
4297,1857,3120
4298,1862,3194
4299,1846,3083
4300,1840,3190
4301,1792,3082
4302,1786,3131
4303,1793,3023
4304,1785,3078
4305,1786,3029
4306,1814,3105
4307,1815,3049
4308,1822,3095
4309,1827,3056
4310,1826,3120
4311,1824,3104
4312,1821,3126
4313,1805,3124
4314,1798,3148
4315,1791,3136
4316,1791,3130
4317,1810,3193
4318,1830,3169
4319,1840,3199
4320,1826,3146
4321,1821,3217
4322,1821,3213
4323,1830,3194
4324,1840,3097
4325,1839,3152
4326,1840,3058
4327,1841,3145
4328,1854,3114
4329,1858,3184
4330,1855,3120
4331,1872,3213
4332,1899,3088
4333,1941,3203
4334,1984,3114
4335,2025,3213
4336,2064,3085
4337,2093,3127
4338,2093,3056
4339,2113,3184
4340,2128,3130
4341,2178,3201
4342,2259,3152
4343,2308,3229
4344,2395,3113
4345,2433,3163
4346,2451,3069
4347,2465,3202
4348,2485,3151
4349,2495,3255
4350,2497,3138
4351,2527,3103
4352,2537,3033
4353,2549,3041
4354,2557,3007
4355,2573,2993
4356,2567,3030
4357,2575,3055
4358,2582,3038
4359,2589,3030
4360,2584,3105
4361,2592,3031
4362,2602,3019
4363,2599,2992
4364,2596,3010
4365,2580,3013
4366,2571,3107
4367,2575,3111
4368,2582,3090
4369,2587,2985
4370,2593,3011
4371,2587,2987
4372,2577,3013
4373,2551,3001
4374,2547,3018
4375,2527,2949
4376,2522,3007
4377,2524,2927
4378,2514,3059
4379,2519,2993
4380,2513,3057
4381,2512,3011
4382,2512,3090
4383,2511,3022
4384,2507,3101
4385,2500,3019
4386,2509,3079
4387,2522,2967
4388,2512,3061
4389,2501,3021
4390,2465,3067
4391,2406,3002
4392,2342,3060
4393,2214,2992
4394,2143,3033
4395,1939,3014
4396,1808,3067
4397,1706,3018
4398,1514,3024
4399,1196,2991
4400,985,3005
4401,756,2960
4402,639,2975
4403,544,2971
4404,531,2971
4405,480,2957
4406,470,2942
4407,471,2990
4408,466,2943
4409,465,2965
4410,464,2933
4411,445,2928
4412,333,2891
4413,170,2950
4414,112,2902
4415,75,2970
4416,87,2885
4417,95,2965
4418,161,2924
4419,208,2988
4420,347,2928
4421,396,3039
4422,445,2946
4423,449,3010
4424,445,2953
4425,430,3038
4426,441,2938
4427,448,2977
4428,466,2883
4429,498,2967
4430,531,2910
4431,601,2975
4432,614,2902
4433,605,2976
4434,592,2928
4435,592,3015
4436,549,2896
4437,500,2961
4438,465,2890
4439,432,2944
4440,208,2918
4441,0,2978
4442,0,2883
4443,0,2867
4444,0,2806
4445,0,2767
4446,0,2719
4447,0,2726
4448,0,2738
4449,0,2757
4450,0,2724
4451,0,2724
4452,0,2737
4453,0,2704
4454,0,2739
4455,0,2715
4456,0,2699
4457,0,2681
4458,0,2669
4459,0,2609
4460,0,2687
4461,0,2641
4462,0,2682
4463,0,2689
4464,0,2698
4465,0,2640
4466,0,2679
4467,0,2612
4468,0,2672
4469,0,2611
4470,0,2645
4471,0,2594
4472,0,2704
4473,0,2665
4474,81,2741
4475,255,2706
4476,598,2807
4477,813,2777
4478,835,2896
4479,847,2810
4480,834,2880
4481,848,2826
4482,854,2864
4483,895,2826
4484,925,2877
4485,969,2799
4486,1007,2883
4487,1017,2835
4488,1081,2870
4489,1109,2862
4490,1107,2898
4491,1157,2896
4492,1191,2906
4493,1233,2892
4494,1264,2921
4495,1264,2891
4496,1262,2896
4497,1295,2892
4498,1306,2896
4499,1296,2971
4500,1360,2950
4501,1363,2958
4502,1342,2943
4503,1381,2992
4504,1389,2955
4505,1392,3008
4506,1331,2955
4507,1306,2999
4508,1328,2896
4509,1335,2966
4510,1338,2929
4511,1330,2978
4512,1328,2914
4513,1328,2997
4514,1316,2906
4515,1296,3008
4516,1314,2947
4517,1307,2985
4518,1308,2935
4519,1328,3023
4520,1341,2976
4521,1333,3013
4522,1310,2928
4523,1287,3007
4524,1232,2876
4525,1142,2940
4526,1017,2842
4527,962,2923
4528,885,2866
4529,775,2956
4530,592,2880
4531,336,2943
4532,319,2880
4533,282,2900
4534,256,2850
4535,230,2877
4536,176,2869
4537,176,2855
4538,176,2843
4539,176,2837
4540,169,2832
4541,154,2832
4542,158,2813
4543,171,2809
4544,174,2827
4545,208,2790
4546,257,2826
4547,293,2786
4548,298,2847
4549,304,2809
4550,293,2853
4551,273,2791
4552,244,2857
4553,240,2786
4554,249,2812
4555,208,2771
4556,208,2827
4557,175,2759
4558,54,2839
4559,34,2755
4560,0,2833
4561,14,2755
4562,4,2799
4563,29,2771
4564,26,2793
4565,29,2737
4566,34,2785
4567,0,2709
4568,0,2753
4569,0,2701
4570,6,2768
4571,0,2736
4572,0,2782
4573,0,2704
4574,0,2734
4575,0,2681
4576,0,2705
4577,0,2660
4578,0,2708
4579,0,2640
4580,0,2694
4581,0,2650
4582,0,2675
4583,0,2673
4584,0,2672
4585,0,2679
4586,0,2690
4587,50,2722
4588,70,2753
4589,272,2806
4590,766,2845
4591,926,2837
4592,1087,2771
4593,1238,2815
4594,1431,2799
4595,1555,2890
4596,1585,2946
4597,1605,2958
4598,1625,2896
4599,1648,2941
4600,1633,2911
4601,1609,2960
4602,1619,2867
4603,1617,2941
4604,1622,2864
4605,1649,2928
4606,1655,2855
4607,1658,2885
4608,1673,2858
4609,1706,2910
4610,1718,2850
4611,1686,2929
4612,1680,2850
4613,1655,2945
4614,1606,2853
4615,1542,2890
4616,1545,2836
4617,1593,2914
4618,1594,2887
4619,1573,2965
4620,1565,2895
4621,1533,2871
4622,1546,2817
4623,1526,2885
4624,1509,2821
4625,1473,2901
4626,1393,2809
4627,1325,2858
4628,1231,2775
4629,1184,2815
4630,1159,2848
4631,1059,2864
4632,1008,2785
4633,1040,2815
4634,1033,2759
4635,1010,2739
4636,1007,2791
4637,1015,2765
4638,1017,2766
4639,1030,2749
4640,1031,2761
4641,1040,2717
4642,1036,2768
4643,1043,2682
4644,1059,2743
4645,1066,2703
4646,1043,2759
4647,1040,2736
4648,1052,2784
4649,1040,2704
4650,1022,2774
4651,1010,2723
4652,1005,2753
4653,1006,2678
4654,1004,2779
4655,1002,2704
4656,1010,2802
4657,991,2746
4658,939,2813
4659,885,2757
4660,851,2768
4661,857,2731
4662,863,2783
4663,847,2736
4664,751,2824
4665,701,2710
4666,722,2786
4667,723,2731
4668,803,2734
4669,829,2683
4670,846,2757
4671,816,2715
4672,720,2745
4673,571,2710
4674,486,2756
4675,447,2722
4676,367,2725
4677,306,2672
4678,241,2725
4679,214,2723
4680,96,2717
4681,0,2736
4682,0,2747
4683,4,2759
4684,0,2736
4685,0,2747
4686,0,2693
4687,0,2746
4688,0,2698
4689,0,2733
4690,0,2736
4691,0,2742
4692,0,2688
4693,0,2733
4694,0,2687
4695,0,2753
4696,0,2658
4697,0,2741
4698,0,2702
4699,74,2785
4700,128,2739
4701,573,2774
4702,881,2721
4703,1188,2827
4704,1389,2730
4705,1535,2847
4706,1586,2745
4707,1649,2817
4708,1707,2751
4709,1710,2822
4710,1701,2771
4711,1728,2818
4712,1751,2787
4713,1798,2836
4714,1826,2801
4715,1877,2837
4716,1911,2765
4717,1953,2825
4718,2043,2801
4719,2078,2832
4720,2106,2873
4721,2128,2917
4722,2163,2867
4723,2161,2909
4724,2208,2885
4725,2238,2807
4726,2270,2794
4727,2304,2847
4728,2339,2846
4729,2361,2778
4730,2379,2793
4731,2421,2786
4732,2448,2832
4733,2474,2908
4734,2493,2915
4735,2487,2953
4736,2497,3024
4737,2507,2913
4738,2528,2881
4739,2530,2863
4740,2540,2850
4741,2543,2749
4742,2550,2788
4743,2545,2857
4744,2539,2932
4745,2535,2913
4746,2515,3009
4747,2505,2885
4748,2489,2881
4749,2453,2878
4750,2437,2846
4751,2394,2763
4752,2400,2853
4753,2418,2805
4754,2373,2817
4755,2375,2727
4756,2352,2777
4757,2331,2736
4758,2333,2794
4759,2330,2752
4760,2320,2839
4761,2308,2775
4762,2277,2788
4763,2234,2725
4764,2228,2777
4765,2206,2734
4766,2192,2707
4767,2178,2660
4768,2176,2668
4769,2176,2705
4770,2159,2765
4771,2150,2637
4772,2133,2630
4773,2114,2674
4774,2112,2703
4775,2109,2719
4776,2090,2688
4777,2067,2704
4778,2061,2731
4779,2064,2731
4780,2064,2719
4781,2057,2774
4782,2059,2724
4783,2032,2762
4784,2034,2738
4785,2030,2777
4786,2000,2784
4787,1987,2770
4788,1975,2747
4789,1981,2695
4790,1970,2688
4791,1947,2785
4792,1921,2782
4793,1910,2784
4794,1902,2750
4795,1919,2800
4796,1920,2692
4797,1926,2757
4798,1936,2680
4799,1936,2768
4800,1927,2667
4801,1951,2781
4802,1962,2689
4803,1973,2670
4804,1987,2650
4805,1983,2655
4806,1946,2651
4807,1901,2736
4808,1899,2679
4809,1904,2615
4810,1885,2597
4811,1862,2581
4812,1895,2572
4813,1931,2608
4814,1968,2597
4815,1985,2573
4816,2032,2582
4817,2031,2625
4818,2017,2651
4819,1995,2687
4820,1968,2582
4821,1923,2613
4822,1871,2689
4823,1864,2791
4824,1860,2734
4825,1860,2718
4826,1859,2688
4827,1841,2702
4828,1840,2653
4829,1872,2579
4830,1858,2618
4831,1854,2659
4832,1847,2758
4833,1802,2738
4834,1776,2736
4835,1723,2663
4836,1685,2626
4837,1759,2575
4838,1855,2624
4839,1855,2710
4840,1824,2785
4841,1815,2648
4842,1856,2691
4843,1872,2710
4844,1872,2752
4845,1845,2599
4846,1776,2618
4847,1707,2624
4848,1713,2682
4849,1749,2622
4850,1801,2558
4851,1850,2595
4852,1862,2549
4853,1863,2509
4854,1864,2649
4855,1882,2659
4856,1891,2580
4857,1927,2575
4858,1943,2567
4859,1955,2571
4860,2000,2689
4861,2012,2590
4862,2030,2539
4863,2064,2496
4864,2091,2558
4865,2096,2613
4866,2122,2624
4867,2150,2577
4868,2179,2589
4869,2213,2512
4870,2221,2549
4871,2213,2592
4872,2192,2559
4873,2190,2609
4874,2224,2529
4875,2229,2603
4876,2230,2614
4877,2224,2528
4878,2235,2537
4879,2238,2516
4880,2227,2394
4881,2224,2405
4882,2225,2402
4883,2234,2451
4884,2256,2352
4885,2266,2439
4886,2263,2381
4887,2223,2411
4888,2245,2405
4889,2260,2436
4890,2261,2459
4891,2241,2460
4892,2231,2415
4893,2235,2448
4894,2245,2448
4895,2247,2496
4896,2256,2426
4897,2242,2602
4898,2240,2576
4899,2213,2582
4900,2192,2606
4901,2160,2528
4902,2158,2537
4903,2163,2578
4904,2197,2559
4905,2236,2475
4906,2256,2555
4907,2224,2513
4908,2262,2550
4909,2239,2478
4910,2177,2479
4911,2141,2523
4912,2097,2496
4913,2112,2585
4914,2123,2483
4915,2169,2444
4916,2183,2522
4917,2201,2575
4918,2208,2370
4919,2224,2393
4920,2224,2439
4921,2214,2396
4922,2210,2393
4923,2227,2415
4924,2223,2427
4925,2226,2448
4926,2219,2406
4927,2187,2384
4928,2217,2337
4929,2234,2359
4930,2237,2409
4931,2233,2430
4932,2234,2512
4933,2239,2384
4934,2256,2559
4935,2269,2647
4936,2285,2507
4937,2291,2534
4938,2287,2451
4939,2279,2496
4940,2272,2543
4941,2272,2406
4942,2272,2399
4943,2278,2421
4944,2290,2535
4945,2298,2419
4946,2293,2432
4947,2299,2455
4948,2231,2467
4949,2256,2384
4950,2231,2352
4951,2192,2405
4952,2187,2526
4953,2201,2417
4954,2227,2539
4955,2256,2518
4956,2286,2423
4957,2286,2419
4958,2308,2469
4959,2329,2475
4960,2347,2417
4961,2357,2378
4962,2361,2388
4963,2375,2320
4964,2388,2320
4965,2415,2320
4966,2440,2279
4967,2463,2323
4968,2481,2354
4969,2512,2349
4970,2522,2313
4971,2530,2301
4972,2544,2272
4973,2559,2352
4974,2575,2345
4975,2581,2394
4976,2585,2394
4977,2582,2433
4978,2558,2485
4979,2516,2391
4980,2441,2327
4981,2226,2395
4982,1643,2434
4983,863,2394
4984,222,2466
4985,208,2461
4986,187,2411
4987,206,2455
4988,190,2480
4989,192,2517
4990,182,2458
4991,176,2448
4992,191,2416
4993,173,2494
4994,189,2402
4995,198,2465
4996,194,2463
4997,203,2480
4998,211,2475
4999,199,2455
5000,206,2325
5001,187,2340
5002,173,2311
5003,164,2438
5004,149,2353
5005,144,2398
5006,138,2352
5007,122,2397
5008,94,2406
